TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
1,A,1997,1997,GFGD,National defense,211.8,1
1,A,1997,1997,GFGN,Nondefense,121.7,1
1,A,1997,1997,GSL,State and local,754.8,1
1,A,1997,1997,GSLE,Government enterprises,65.5,1
1,A,1997,1997,GSLG,General government,689.3,1
1,A,1997,1997,HS,Housing,769.8,1
1,A,1997,1997,ICT,Information-communications-technology-producing industries<sup>3</sup>,506.5,1;1.3.A
1,A,1997,1997,ORE,Other real estate,159.4,1
1,A,1997,1997,PGOOD,Private goods-producing industries<sup>1</sup>,1926.1,1;1.1.A
1,A,1997,1997,PROF,Professional and business services,840.6,1
1,A,1997,1997,PSERV,Private services-producing industries<sup>2</sup>,5505.9,1;1.2.A
1,A,1997,1997,PVT,Private industries,7432.0,1
1,A,1998,1998,11,"Agriculture, forestry, fishing, and hunting",100.7,1
1,A,1998,1998,111CA,Farms,80.0,1
1,A,1998,1998,113FF,"Forestry, fishing, and related activities",20.7,1
1,A,1998,1998,21,Mining,81.7,1
1,A,1998,1998,211,Oil and gas extraction,39.1,1
1,A,1998,1998,212,"Mining, except oil and gas",29.0,1
1,A,1998,1998,213,Support activities for mining,13.6,1
1,A,1998,1998,22,Utilities,163.7,1
1,A,1998,1998,23,Construction,379.8,1
1,A,1998,1998,311FT,Food and beverage and tobacco products,140.0,1
1,A,1998,1998,313TT,Textile mills and textile product mills,28.1,1
1,A,1998,1998,315AL,Apparel and leather and allied products,23.4,1
1,A,1998,1998,31G,Manufacturing,1430.6,1
1,A,1998,1998,31ND,Nondurable goods,579.9,1
1,A,1998,1998,321,Wood products,27.5,1
1,A,1998,1998,322,Paper products,55.9,1
1,A,1998,1998,323,Printing and related support activities,39.7,1
1,A,1998,1998,324,Petroleum and coal products,50.1,1
1,A,1998,1998,325,Chemical products,181.0,1
1,A,1998,1998,326,Plastics and rubber products,61.8,1
1,A,1998,1998,327,Nonmetallic mineral products,40.8,1
1,A,1998,1998,331,Primary metals,49.0,1
1,A,1998,1998,332,Fabricated metal products,111.7,1
1,A,1998,1998,333,Machinery,113.8,1
1,A,1998,1998,334,Computer and electronic products,191.7,1
1,A,1998,1998,335,"Electrical equipment, appliances, and components",40.6,1
1,A,1998,1998,3361MV,"Motor vehicles, bodies and trailers, and parts",123.9,1
1,A,1998,1998,3364OT,Other transportation equipment,66.8,1
1,A,1998,1998,337,Furniture and related products,29.7,1
1,A,1998,1998,339,Miscellaneous manufacturing,55.3,1
1,A,1998,1998,33DG,Durable goods,850.7,1
1,A,1998,1998,42,Wholesale trade,562.7,1
1,A,1998,1998,441,Motor vehicle and parts dealers,123.7,1
1,A,1998,1998,445,Food and beverage stores,98.2,1
1,A,1998,1998,44RT,Retail trade,626.9,1
1,A,1998,1998,452,General merchandise stores,86.2,1
1,A,1998,1998,481,Air transportation,55.2,1
1,A,1998,1998,482,Rail transportation,22.2,1
1,A,1998,1998,483,Water transportation,6.5,1
1,A,1998,1998,484,Truck transportation,85.6,1
1,A,1998,1998,485,Transit and ground passenger transportation,16.2,1
1,A,1998,1998,486,Pipeline transportation,9.8,1
1,A,1998,1998,487OS,Other transportation and support activities,59.8,1
1,A,1998,1998,48TW,Transportation and warehousing,280.0,1
1,A,1998,1998,493,Warehousing and storage,24.8,1
1,A,1998,1998,4A0,Other retail,318.8,1
1,A,1998,1998,51,Information,434.6,1
1,A,1998,1998,511,"Publishing industries, except internet (includes software)",106.4,1
1,A,1998,1998,512,Motion picture and sound recording industries,48.9,1
1,A,1998,1998,513,Broadcasting and telecommunications,241.8,1
1,A,1998,1998,514,"Data processing, internet publishing, and other information services",37.5,1
1,A,1998,1998,52,Finance and insurance,637.9,1
1,A,1998,1998,521CI,"Federal Reserve banks, credit intermediation, and related activities",267.0,1
1,A,1998,1998,523,"Securities, commodity contracts, and investments",121.1,1
1,A,1998,1998,524,Insurance carriers and related activities,236.7,1
1,A,1998,1998,525,"Funds, trusts, and other financial vehicles",13.1,1
1,A,1998,1998,53,Real estate and rental and leasing,1072.2,1
1,A,1998,1998,531,Real estate,959.2,1
1,A,1998,1998,532RL,Rental and leasing services and lessors of intangible assets,113.0,1
1,A,1998,1998,54,"Professional, scientific, and technical services",543.1,1
1,A,1998,1998,5411,Legal services,113.7,1
1,A,1998,1998,5412OP,"Miscellaneous professional, scientific, and technical services",340.4,1
1,A,1998,1998,5415,Computer systems design and related services,89.0,1
1,A,1998,1998,55,Management of companies and enterprises,139.1,1
1,A,1998,1998,56,Administrative and waste management services,231.8,1
1,A,1998,1998,561,Administrative and support services,209.1,1
1,A,1998,1998,562,Waste management and remediation services,22.7,1
1,A,1998,1998,6,"Educational services, health care, and social assistance",615.8,1
1,A,1998,1998,61,Educational services,79.9,1
1,A,1998,1998,62,Health care and social assistance,535.8,1
1,A,1998,1998,621,Ambulatory health care services,258.6,1
1,A,1998,1998,622,Hospitals,173.1,1
1,A,1998,1998,623,Nursing and residential care facilities,61.1,1
1,A,1998,1998,624,Social assistance,43.0,1
1,A,1998,1998,7,"Arts, entertainment, recreation, accommodation, and food services",322.1,1
1,A,1998,1998,71,"Arts, entertainment, and recreation",82.8,1
1,A,1998,1998,711AS,"Performing arts, spectator sports, museums, and related activities",40.6,1
1,A,1998,1998,713,"Amusements, gambling, and recreation industries",42.2,1
1,A,1998,1998,72,Accommodation and food services,239.2,1
1,A,1998,1998,721,Accommodation,75.7,1
1,A,1998,1998,722,Food services and drinking places,163.6,1
1,A,1998,1998,81,"Other services, except government",248.7,1
1,A,1998,1998,FIRE,"Finance, insurance, real estate, rental, and leasing",1710.1,1
1,A,1998,1998,G,Government,1191.3,1
1,A,1998,1998,GDP,Gross domestic product,9062.8,1
1,A,1998,1998,GF,Federal,396.4,1
1,A,1998,1998,GFE,Government enterprises,59.6,1
1,A,1998,1998,GFG,General government,336.8,1
1,A,1998,1998,GFGD,National defense,210.4,1
1,A,1998,1998,GFGN,Nondefense,126.4,1
1,A,1998,1998,GSL,State and local,794.9,1
1,A,1998,1998,GSLE,Government enterprises,68.7,1
1,A,1998,1998,GSLG,General government,726.2,1
1,A,1998,1998,HS,Housing,812.3,1
1,A,1998,1998,ICT,Information-communications-technology-producing industries<sup>3</sup>,545.6,1;1.3.A
1,A,1998,1998,ORE,Other real estate,146.9,1
1,A,1998,1998,PGOOD,Private goods-producing industries<sup>1</sup>,1992.8,1;1.1.A
1,A,1998,1998,PROF,Professional and business services,914.0,1
1,A,1998,1998,PSERV,Private services-producing industries<sup>2</sup>,5878.7,1;1.2.A
1,A,1998,1998,PVT,Private industries,7871.5,1
1,A,1999,1999,11,"Agriculture, forestry, fishing, and hunting",93.3,1
1,A,1999,1999,111CA,Farms,71.7,1
1,A,1999,1999,113FF,"Forestry, fishing, and related activities",21.7,1
1,A,1999,1999,21,Mining,84.6,1
1,A,1999,1999,211,Oil and gas extraction,44.1,1
1,A,1999,1999,212,"Mining, except oil and gas",29.4,1
1,A,1999,1999,213,Support activities for mining,11.1,1
1,A,1999,1999,22,Utilities,180.0,1
1,A,1999,1999,23,Construction,417.7,1
1,A,1999,1999,311FT,Food and beverage and tobacco products,161.8,1
1,A,1999,1999,313TT,Textile mills and textile product mills,28.5,1
1,A,1999,1999,315AL,Apparel and leather and allied products,22.4,1
1,A,1999,1999,31G,Manufacturing,1489.6,1
1,A,1999,1999,31ND,Nondurable goods,614.4,1
1,A,1999,1999,321,Wood products,29.4,1
1,A,1999,1999,322,Paper products,59.4,1
1,A,1999,1999,323,Printing and related support activities,42.2,1
1,A,1999,1999,324,Petroleum and coal products,45.2,1
1,A,1999,1999,325,Chemical products,188.8,1
1,A,1999,1999,326,Plastics and rubber products,66.0,1
1,A,1999,1999,327,Nonmetallic mineral products,43.2,1
1,A,1999,1999,331,Primary metals,46.2,1
1,A,1999,1999,332,Fabricated metal products,116.1,1
1,A,1999,1999,333,Machinery,111.1,1
1,A,1999,1999,334,Computer and electronic products,186.7,1
1,A,1999,1999,335,"Electrical equipment, appliances, and components",44.6,1
1,A,1999,1999,3361MV,"Motor vehicles, bodies and trailers, and parts",134.8,1
1,A,1999,1999,3364OT,Other transportation equipment,73.8,1
1,A,1999,1999,337,Furniture and related products,31.7,1
1,A,1999,1999,339,Miscellaneous manufacturing,57.7,1
1,A,1999,1999,33DG,Durable goods,875.2,1
1,A,1999,1999,42,Wholesale trade,583.5,1
1,A,1999,1999,441,Motor vehicle and parts dealers,135.4,1
1,A,1999,1999,445,Food and beverage stores,99.7,1
1,A,1999,1999,44RT,Retail trade,652.8,1
1,A,1999,1999,452,General merchandise stores,89.1,1
1,A,1999,1999,481,Air transportation,57.7,1
1,A,1999,1999,482,Rail transportation,22.6,1
1,A,1999,1999,483,Water transportation,6.6,1
1,A,1999,1999,484,Truck transportation,92.4,1
1,A,1999,1999,485,Transit and ground passenger transportation,17.7,1
1,A,1999,1999,486,Pipeline transportation,10.4,1
1,A,1999,1999,487OS,Other transportation and support activities,58.1,1
1,A,1999,1999,48TW,Transportation and warehousing,290.1,1
1,A,1999,1999,493,Warehousing and storage,24.6,1
1,A,1999,1999,4A0,Other retail,328.7,1
1,A,1999,1999,51,Information,485.3,1
1,A,1999,1999,511,"Publishing industries, except internet (includes software)",136.8,1
1,A,1999,1999,512,Motion picture and sound recording industries,60.3,1
1,A,1999,1999,513,Broadcasting and telecommunications,256.4,1
1,A,1999,1999,514,"Data processing, internet publishing, and other information services",31.7,1
1,A,1999,1999,52,Finance and insurance,674.4,1
1,A,1999,1999,521CI,"Federal Reserve banks, credit intermediation, and related activities",302.5,1
1,A,1999,1999,523,"Securities, commodity contracts, and investments",120.5,1
1,A,1999,1999,524,Insurance carriers and related activities,234.4,1
1,A,1999,1999,525,"Funds, trusts, and other financial vehicles",17.0,1
1,A,1999,1999,53,Real estate and rental and leasing,1161.1,1
1,A,1999,1999,531,Real estate,1033.8,1
1,A,1999,1999,532RL,Rental and leasing services and lessors of intangible assets,127.3,1
1,A,1999,1999,54,"Professional, scientific, and technical services",596.1,1
1,A,1999,1999,5411,Legal services,120.8,1
1,A,1999,1999,5412OP,"Miscellaneous professional, scientific, and technical services",372.4,1
1,A,1999,1999,5415,Computer systems design and related services,103.0,1
1,A,1999,1999,55,Management of companies and enterprises,148.5,1
1,A,1999,1999,56,Administrative and waste management services,252.8,1
1,A,1999,1999,561,Administrative and support services,227.8,1
1,A,1999,1999,562,Waste management and remediation services,25.0,1
1,A,1999,1999,6,"Educational services, health care, and social assistance",654.1,1
1,A,1999,1999,61,Educational services,87.7,1
1,A,1999,1999,62,Health care and social assistance,566.4,1
1,A,1999,1999,621,Ambulatory health care services,271.3,1
1,A,1999,1999,622,Hospitals,182.3,1
1,A,1999,1999,623,Nursing and residential care facilities,64.9,1
1,A,1999,1999,624,Social assistance,47.9,1
1,A,1999,1999,7,"Arts, entertainment, recreation, accommodation, and food services",354.2,1
1,A,1999,1999,71,"Arts, entertainment, and recreation",90.4,1
1,A,1999,1999,711AS,"Performing arts, spectator sports, museums, and related activities",44.5,1
1,A,1999,1999,713,"Amusements, gambling, and recreation industries",45.9,1
1,A,1999,1999,72,Accommodation and food services,263.7,1
1,A,1999,1999,721,Accommodation,84.2,1
1,A,1999,1999,722,Food services and drinking places,179.6,1
1,A,1999,1999,81,"Other services, except government",260.9,1
1,A,1999,1999,FIRE,"Finance, insurance, real estate, rental, and leasing",1835.4,1
1,A,1999,1999,G,Government,1252.3,1
1,A,1999,1999,GDP,Gross domestic product,9631.2,1
1,A,1999,1999,GF,Federal,406.0,1
1,A,1999,1999,GFE,Government enterprises,61.0,1
1,A,1999,1999,GFG,General government,345.0,1
1,A,1999,1999,GFGD,National defense,212.0,1
1,A,1999,1999,GFGN,Nondefense,133.0,1
1,A,1999,1999,GSL,State and local,846.4,1
1,A,1999,1999,GSLE,Government enterprises,73.2,1
1,A,1999,1999,GSLG,General government,773.1,1
1,A,1999,1999,HS,Housing,865.5,1
1,A,1999,1999,ICT,Information-communications-technology-producing industries<sup>3</sup>,581.5,1;1.3.A
1,A,1999,1999,ORE,Other real estate,168.3,1
1,A,1999,1999,PGOOD,Private goods-producing industries<sup>1</sup>,2085.2,1;1.1.A
1,A,1999,1999,PROF,Professional and business services,997.4,1
1,A,1999,1999,PSERV,Private services-producing industries<sup>2</sup>,6293.6,1;1.2.A
1,A,1999,1999,PVT,Private industries,8378.8,1
1,A,2000,2000,11,"Agriculture, forestry, fishing, and hunting",98.9,1
1,A,2000,2000,111CA,Farms,76.7,1
1,A,2000,2000,113FF,"Forestry, fishing, and related activities",22.3,1
1,A,2000,2000,21,Mining,110.5,1
1,A,2000,2000,211,Oil and gas extraction,68.2,1
1,A,2000,2000,212,"Mining, except oil and gas",28.5,1
1,A,2000,2000,213,Support activities for mining,13.8,1
1,A,2000,2000,22,Utilities,180.1,1
1,A,2000,2000,23,Construction,461.2,1
1,A,2000,2000,311FT,Food and beverage and tobacco products,163.2,1
1,A,2000,2000,313TT,Textile mills and textile product mills,28.0,1
1,A,2000,2000,315AL,Apparel and leather and allied products,22.2,1
1,A,2000,2000,31G,Manufacturing,1549.8,1
1,A,2000,2000,31ND,Nondurable goods,625.2,1
1,A,2000,2000,321,Wood products,28.3,1
1,A,2000,2000,322,Paper products,62.2,1
1,A,2000,2000,323,Printing and related support activities,43.7,1
1,A,2000,2000,324,Petroleum and coal products,52.7,1
1,A,2000,2000,325,Chemical products,187.8,1
1,A,2000,2000,326,Plastics and rubber products,65.5,1
1,A,2000,2000,327,Nonmetallic mineral products,42.6,1
1,A,2000,2000,331,Primary metals,47.0,1
1,A,2000,2000,332,Fabricated metal products,121.3,1
1,A,2000,2000,333,Machinery,113.1,1
1,A,2000,2000,334,Computer and electronic products,225.3,1
1,A,2000,2000,335,"Electrical equipment, appliances, and components",45.7,1
1,A,2000,2000,3361MV,"Motor vehicles, bodies and trailers, and parts",137.5,1
1,A,2000,2000,3364OT,Other transportation equipment,71.1,1
1,A,2000,2000,337,Furniture and related products,33.5,1
1,A,2000,2000,339,Miscellaneous manufacturing,59.2,1
1,A,2000,2000,33DG,Durable goods,924.6,1
1,A,2000,2000,42,Wholesale trade,621.9,1
1,A,2000,2000,441,Motor vehicle and parts dealers,138.6,1
1,A,2000,2000,445,Food and beverage stores,101.4,1
1,A,2000,2000,44RT,Retail trade,685.4,1
1,A,2000,2000,452,General merchandise stores,94.6,1
1,A,2000,2000,481,Air transportation,58.1,1
1,A,2000,2000,482,Rail transportation,23.3,1
1,A,2000,2000,483,Water transportation,8.0,1
1,A,2000,2000,484,Truck transportation,98.0,1
1,A,2000,2000,485,Transit and ground passenger transportation,18.5,1
1,A,2000,2000,486,Pipeline transportation,9.4,1
1,A,2000,2000,487OS,Other transportation and support activities,65.8,1
1,A,2000,2000,48TW,Transportation and warehousing,307.8,1
1,A,2000,2000,493,Warehousing and storage,26.7,1
1,A,2000,2000,4A0,Other retail,350.8,1
1,A,2000,2000,51,Information,471.2,1
1,A,2000,2000,511,"Publishing industries, except internet (includes software)",112.6,1
1,A,2000,2000,512,Motion picture and sound recording industries,54.1,1
1,A,2000,2000,513,Broadcasting and telecommunications,276.9,1
1,A,2000,2000,514,"Data processing, internet publishing, and other information services",27.5,1
1,A,2000,2000,52,Finance and insurance,744.4,1
1,A,2000,2000,521CI,"Federal Reserve banks, credit intermediation, and related activities",321.3,1
1,A,2000,2000,523,"Securities, commodity contracts, and investments",133.4,1
1,A,2000,2000,524,Insurance carriers and related activities,274.4,1
1,A,2000,2000,525,"Funds, trusts, and other financial vehicles",15.2,1
1,A,2000,2000,53,Real estate and rental and leasing,1230.3,1
1,A,2000,2000,531,Real estate,1094.5,1
1,A,2000,2000,532RL,Rental and leasing services and lessors of intangible assets,135.8,1
1,A,2000,2000,54,"Professional, scientific, and technical services",651.7,1
1,A,2000,2000,5411,Legal services,129.1,1
1,A,2000,2000,5412OP,"Miscellaneous professional, scientific, and technical services",408.5,1
1,A,2000,2000,5415,Computer systems design and related services,114.1,1
1,A,2000,2000,55,Management of companies and enterprises,171.1,1
1,A,2000,2000,56,Administrative and waste management services,282.1,1
1,A,2000,2000,561,Administrative and support services,255.9,1
1,A,2000,2000,562,Waste management and remediation services,26.1,1
1,A,2000,2000,6,"Educational services, health care, and social assistance",695.4,1
1,A,2000,2000,61,Educational services,95.2,1
1,A,2000,2000,62,Health care and social assistance,600.1,1
1,A,2000,2000,621,Ambulatory health care services,288.3,1
1,A,2000,2000,622,Hospitals,190.1,1
1,A,2000,2000,623,Nursing and residential care facilities,69.1,1
1,A,2000,2000,624,Social assistance,52.6,1
1,A,2000,2000,7,"Arts, entertainment, recreation, accommodation, and food services",386.5,1
1,A,2000,2000,71,"Arts, entertainment, and recreation",99.0,1
1,A,2000,2000,711AS,"Performing arts, spectator sports, museums, and related activities",49.3,1
1,A,2000,2000,713,"Amusements, gambling, and recreation industries",49.7,1
1,A,2000,2000,72,Accommodation and food services,287.5,1
1,A,2000,2000,721,Accommodation,93.3,1
1,A,2000,2000,722,Food services and drinking places,194.2,1
1,A,2000,2000,81,"Other services, except government",279.7,1
1,A,2000,2000,FIRE,"Finance, insurance, real estate, rental, and leasing",1974.7,1
1,A,2000,2000,G,Government,1323.0,1
1,A,2000,2000,GDP,Gross domestic product,10251.0,1
1,A,2000,2000,GF,Federal,423.5,1
1,A,2000,2000,GFE,Government enterprises,63.2,1
1,A,2000,2000,GFG,General government,360.3,1
1,A,2000,2000,GFGD,National defense,217.6,1
1,A,2000,2000,GFGN,Nondefense,142.7,1
1,A,2000,2000,GSL,State and local,899.5,1
1,A,2000,2000,GSLE,Government enterprises,75.5,1
1,A,2000,2000,GSLG,General government,824.0,1
1,A,2000,2000,HS,Housing,920.6,1
1,A,2000,2000,ICT,Information-communications-technology-producing industries<sup>3</sup>,636.1,1;1.3.A
1,A,2000,2000,ORE,Other real estate,173.9,1
1,A,2000,2000,PGOOD,Private goods-producing industries<sup>1</sup>,2220.5,1;1.1.A
1,A,2000,2000,PROF,Professional and business services,1104.9,1
1,A,2000,2000,PSERV,Private services-producing industries<sup>2</sup>,6707.4,1;1.2.A
1,A,2000,2000,PVT,Private industries,8927.9,1
1,A,2001,2001,11,"Agriculture, forestry, fishing, and hunting",100.8,1
1,A,2001,2001,111CA,Farms,79.0,1
1,A,2001,2001,113FF,"Forestry, fishing, and related activities",21.7,1
1,A,2001,2001,21,Mining,123.9,1
1,A,2001,2001,211,Oil and gas extraction,76.1,1
1,A,2001,2001,212,"Mining, except oil and gas",28.1,1
1,A,2001,2001,213,Support activities for mining,19.7,1
1,A,2001,2001,22,Utilities,181.3,1
1,A,2001,2001,23,Construction,486.4,1
1,A,2001,2001,311FT,Food and beverage and tobacco products,174.1,1
1,A,2001,2001,313TT,Textile mills and textile product mills,24.9,1
1,A,2001,2001,315AL,Apparel and leather and allied products,19.5,1
1,A,2001,2001,31G,Manufacturing,1473.5,1
1,A,2001,2001,31ND,Nondurable goods,640.3,1
1,A,2001,2001,321,Wood products,27.2,1
1,A,2001,2001,322,Paper products,53.5,1
1,A,2001,2001,323,Printing and related support activities,42.7,1
1,A,2001,2001,324,Petroleum and coal products,68.3,1
1,A,2001,2001,325,Chemical products,193.8,1
1,A,2001,2001,326,Plastics and rubber products,63.5,1
1,A,2001,2001,327,Nonmetallic mineral products,41.3,1
1,A,2001,2001,331,Primary metals,40.3,1
1,A,2001,2001,332,Fabricated metal products,110.9,1
1,A,2001,2001,333,Machinery,105.3,1
1,A,2001,2001,334,Computer and electronic products,173.5,1
1,A,2001,2001,335,"Electrical equipment, appliances, and components",44.3,1
1,A,2001,2001,3361MV,"Motor vehicles, bodies and trailers, and parts",124.9,1
1,A,2001,2001,3364OT,Other transportation equipment,76.9,1
1,A,2001,2001,337,Furniture and related products,31.2,1
1,A,2001,2001,339,Miscellaneous manufacturing,57.5,1
1,A,2001,2001,33DG,Durable goods,833.3,1
1,A,2001,2001,42,Wholesale trade,612.7,1
1,A,2001,2001,441,Motor vehicle and parts dealers,132.6,1
1,A,2001,2001,445,Food and beverage stores,109.1,1
1,A,2001,2001,44RT,Retail trade,709.4,1
1,A,2001,2001,452,General merchandise stores,99.6,1
1,A,2001,2001,481,Air transportation,49.2,1
1,A,2001,2001,482,Rail transportation,23.3,1
1,A,2001,2001,483,Water transportation,8.3,1
1,A,2001,2001,484,Truck transportation,97.2,1
1,A,2001,2001,485,Transit and ground passenger transportation,19.0,1
1,A,2001,2001,486,Pipeline transportation,16.1,1
1,A,2001,2001,487OS,Other transportation and support activities,69.1,1
1,A,2001,2001,48TW,Transportation and warehousing,308.0,1
1,A,2001,2001,493,Warehousing and storage,25.8,1
1,A,2001,2001,4A0,Other retail,368.1,1
1,A,2001,2001,51,Information,502.3,1
1,A,2001,2001,511,"Publishing industries, except internet (includes software)",111.4,1
1,A,2001,2001,512,Motion picture and sound recording industries,65.3,1
1,A,2001,2001,513,Broadcasting and telecommunications,281.4,1
1,A,2001,2001,514,"Data processing, internet publishing, and other information services",44.3,1
1,A,2001,2001,52,Finance and insurance,800.3,1
1,A,2001,2001,521CI,"Federal Reserve banks, credit intermediation, and related activities",335.4,1
1,A,2001,2001,523,"Securities, commodity contracts, and investments",187.7,1
1,A,2001,2001,524,Insurance carriers and related activities,262.0,1
1,A,2001,2001,525,"Funds, trusts, and other financial vehicles",15.2,1
1,A,2001,2001,53,Real estate and rental and leasing,1329.0,1
1,A,2001,2001,531,Real estate,1180.7,1
1,A,2001,2001,532RL,Rental and leasing services and lessors of intangible assets,148.3,1
1,A,2001,2001,54,"Professional, scientific, and technical services",686.7,1
1,A,2001,2001,5411,Legal services,140.6,1
1,A,2001,2001,5412OP,"Miscellaneous professional, scientific, and technical services",427.9,1
1,A,2001,2001,5415,Computer systems design and related services,118.2,1
1,A,2001,2001,55,Management of companies and enterprises,173.6,1
1,A,2001,2001,56,Administrative and waste management services,295.0,1
1,A,2001,2001,561,Administrative and support services,266.6,1
1,A,2001,2001,562,Waste management and remediation services,28.5,1
1,A,2001,2001,6,"Educational services, health care, and social assistance",749.8,1
1,A,2001,2001,61,Educational services,101.7,1
1,A,2001,2001,62,Health care and social assistance,648.1,1
1,A,2001,2001,621,Ambulatory health care services,310.9,1
1,A,2001,2001,622,Hospitals,206.9,1
1,A,2001,2001,623,Nursing and residential care facilities,74.5,1
1,A,2001,2001,624,Social assistance,55.8,1
1,A,2001,2001,7,"Arts, entertainment, recreation, accommodation, and food services",390.7,1
1,A,2001,2001,71,"Arts, entertainment, and recreation",96.7,1
1,A,2001,2001,711AS,"Performing arts, spectator sports, museums, and related activities",51.8,1
