,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Ordnance & accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meat products,0.0333194,0.0317402,0.0691619,0.0293376,0.0320386,0.0213768,0.0191374,0.0709647,0.0229696,0.0336183,0.0190292,1.0162848,0.0176529,0.0267341,0.0141685,0.028288,0.0257526,0.0198281,0.0215303,0.0279644,0.026805,0.0238067,0.023979,0.0325683,0.0304605,0.0194611,0.0399762,0.0355743,0.0216282,0.0315925,0.0631168,0.0256806,0.0243305,0.0185494,0.0274126,0.0381647,0.0431822,0.0280642,0.0316101,0.0331831,0.0299878,0.0259327,0.0244623,0.0204557,0.0230439,0.0221236,0.0171346,0.0197157,0.0209564,0.0172346,0.0166745,0.0208845,0.0211802,0.0232212,0.0207111,0.0171442,0.0206014,0.0196317,0.0210155,0.0174247,0.0207825,0.0170979,0.0171655,0.0217436,0.058142,0.0421176,0.0214839,0.081142,0.0177796,0.0115042,0.081627,0.0258012,0.013186,0.0238402,0.0232654,0.0478175,0.0356999,0.0130214,0.2858149,0.0,0.0,0.0,0.0,0.0,0.0
Dairy products,8.81e-05,6.74e-05,0.0011044,9.81e-05,0.0001974,0.0001851,0.0001447,8.17e-05,0.0002108,0.0001528,0.0004689,0.0003291,0.9510829,0.0001094,7.43e-05,0.0001116,0.0001159,0.0001047,9.18e-05,0.0002763,0.0007623,0.0002902,0.000246,0.0001197,0.0001193,0.0001079,0.0001374,0.0001151,0.00016,0.0001422,9.68e-05,0.0001888,8.46e-05,0.0001077,0.0001264,0.0010002,0.0007684,0.000241,0.0004089,0.0022741,0.0011972,0.0008715,0.0035265,0.0005249,0.0005503,0.0004864,0.0022179,0.0023354,0.0005488,0.001379,0.000246,0.0005116,0.0010306,0.0004057,0.0003352,0.0099664,0.0004844,0.0002703,0.0010351,0.017238,0.0031342,0.0006221,0.000579,0.0007395,0.0002328,0.0002916,9.83e-05,0.0001009,8.54e-05,8.19e-05,4.61e-05,0.0001021,0.0005452,9.96e-05,0.0002717,0.0001121,9.12e-05,5.94e-05,0.0001507,0.0,0.0,0.0,0.0,0.0,0.0
Canned & frozen foods,0.3404461,0.0130377,0.028982,0.038691,0.0039368,0.0047588,0.0028579,0.0036784,0.0045103,0.006735,0.0054084,0.0047982,0.0066689,1.2684084,0.0061747,0.0111638,0.0130095,0.0108967,0.0134307,0.0087613,0.0093009,0.0130637,0.0073177,0.0167711,0.0115439,0.0137859,0.0224947,0.0157713,0.0469942,0.0447962,0.0058311,0.0113953,0.4427971,0.0940911,0.0058485,0.0073849,0.0046242,0.0057153,0.0087766,0.0062005,0.0076195,0.0061076,0.00495,0.0051066,0.0050708,0.0056619,0.0052677,0.0076713,0.0066769,0.005809,0.0085613,0.0070267,0.0061129,0.0070967,0.0068044,0.0073473,0.0085062,0.0065748,0.0054648,0.0115659,0.0057659,0.0111262,0.0088492,0.0121291,0.0064736,0.0023463,0.013264,0.0031789,0.0096207,0.0063464,0.0022718,0.008364,0.0088614,0.3661377,0.0043621,0.0264338,0.0253447,0.0161981,0.0058295,0.0,0.0,0.0,0.0,0.0,0.0
Grain mill products,3.33e-05,6.9e-06,7.5e-06,9.1e-06,3.4e-06,3.8e-06,2.4e-06,1.7e-06,4.6e-06,6.8e-06,5.9e-06,6.8e-06,3.1e-06,0.0001106,1.2579278,1.16e-05,1.44e-05,8.4e-06,9.8e-06,5.2e-06,9.4e-06,8.4e-06,6.9e-06,0.0002314,9.95e-05,4.53e-05,3.69e-05,3.07e-05,6.93e-05,0.0001568,1.38e-05,1.51e-05,4.47e-05,1.65e-05,9.5e-06,8.9e-06,3.9e-06,5.1e-06,0.0025854,4.5e-06,7.2e-06,7.2e-06,3.6e-06,3.9e-06,3.2e-06,3.4e-06,3.4e-06,4e-06,4.1e-06,3.3e-06,6.3e-06,5.4e-06,5.5e-06,8.5e-06,6.4e-06,4.7e-06,6.1e-06,5.5e-06,5.4e-06,3.6e-06,4.9e-06,8.6e-06,1.25e-05,3.63e-05,3.3e-06,1.5e-06,2.7e-06,3e-06,4.7e-06,3.2e-06,1.2e-06,4.8e-06,8.5e-06,3.49e-05,3.9e-06,4.7e-06,7.7e-06,3.1e-06,4.1e-06,0.0,0.0,0.0,0.0,0.0,0.0
Bakery products,0.0027858,0.002565,0.004871,0.0051542,0.0023476,0.0023342,0.0039609,0.0007317,0.002176,0.0043663,0.0048966,0.0043717,0.0028511,0.0030998,0.0028739,1.4487987,0.2928728,0.4011407,0.5748979,0.0040579,0.0034223,0.1055706,0.017157,0.0304392,0.0143416,0.0094239,0.0039333,0.0742447,0.0047335,0.0076987,0.0013201,0.0473072,0.0022235,0.0755453,0.0030964,0.0136959,0.0019919,0.0044764,0.0024039,0.0023262,0.0036649,0.0038656,0.0023345,0.003433,0.0026736,0.0024529,0.0021113,0.0067898,0.0037847,0.0025426,0.0043678,0.0040357,0.0029948,0.0111848,0.0064589,0.0055474,0.005033,0.0038229,0.0213242,0.0066824,0.0106767,0.0239682,0.0045711,0.0366296,0.0023397,0.0010126,0.0018587,0.001178,0.0012035,0.0013371,0.0005909,0.0149641,0.0019259,0.0025131,0.0039518,0.0060428,0.0041548,0.0034448,0.0021876,0.0,0.0,0.0,0.0,0.0,0.0
Sugar,0.0022395,0.0024119,0.0103769,0.004344,0.0012158,0.0010909,0.0007766,0.0005013,0.0009067,0.0007777,0.0069931,0.0049103,0.0009912,0.0018398,0.0016666,0.0220989,0.9827227,0.0108439,0.0936419,0.0067444,0.0028968,0.0226118,0.0262812,0.0106211,0.0048775,0.0050238,0.0015294,0.0047818,0.0027336,0.0018396,0.0008864,0.0275891,0.0011213,0.0445311,0.001043,0.0012638,0.0008672,0.0013404,0.0008842,0.001045,0.0012719,0.0017769,0.0010704,0.0019985,0.0015564,0.0015297,0.0008836,0.0029834,0.0057606,0.0027552,0.0020667,0.0018203,0.0014068,0.0026809,0.0015819,0.0021235,0.0024463,0.0017801,0.0077714,0.001248,0.0141552,0.0091375,0.0024451,0.0063095,0.0015417,0.0004249,0.0006501,0.0006866,0.0006308,0.0004297,0.0004982,0.0021609,0.0007644,0.0014156,0.0016257,0.0018797,0.0012236,0.0008553,0.0016595,0.0,0.0,0.0,0.0,0.0,0.0
Confectionery products,0.0004349,0.0002985,0.0005227,0.0006266,0.0003785,0.000554,0.0010593,0.0004196,0.0011181,0.0007161,0.0007918,0.0006224,0.0013598,0.0005152,0.0004413,0.009595,0.0219351,1.2507107,0.0369194,0.0009532,0.0010786,0.0065916,0.0022713,0.0016872,0.0010424,0.0007945,0.0005445,0.0009331,0.000607,0.0006225,0.0004398,0.0018816,0.0007534,0.0112226,0.0009612,0.0008515,0.0007794,0.0005728,0.0006796,0.0006797,0.0007113,0.0009425,0.0008607,0.0005834,0.0005578,0.0005887,0.0005729,0.0006579,0.0009217,0.0006056,0.0008153,0.000693,0.0006208,0.0008784,0.0006842,0.0013123,0.0017258,0.0006024,0.0017988,0.0009661,0.001918,0.0043473,0.0005824,0.003818,0.0013506,0.0010308,0.0013107,0.0004387,0.0005087,0.0002728,0.000118,0.011103,0.0006589,0.0004484,0.0015232,0.0050789,0.0030519,0.000412,0.0011181,0.0,0.0,0.0,0.0,0.0,0.0
Alcoholic beverages,0.0008692,0.0009102,0.0017531,0.0043395,0.0007342,0.0003595,0.0002421,0.0001458,0.0004947,0.0003596,0.0005973,0.0007618,0.0004121,0.0008278,0.0003788,0.0074046,0.0047833,0.0169696,0.8680253,0.0007408,0.0004866,0.0041747,0.0013839,0.0017426,0.0009299,0.0009212,0.0007614,0.0006594,0.0006049,0.0005853,0.000251,0.0011493,0.000521,0.0014691,0.0004186,0.0004718,0.0005559,0.0003904,0.0003905,0.0004635,0.0022488,0.000737,0.000647,0.0010122,0.0006911,0.0004297,0.0006629,0.0004331,0.000407,0.0004415,0.0004275,0.0006706,0.0004515,0.0005134,0.0004501,0.0004385,0.000415,0.0004207,0.0235919,0.0025007,0.0046636,0.0009727,0.0004062,0.0044131,0.0009632,0.0002049,0.000525,0.0002317,0.0003332,0.0009158,0.0001586,0.0078317,0.0003816,0.0009424,0.0030152,0.0017381,0.0021022,0.0034186,0.000501,0.0,0.0,0.0,0.0,0.0,0.0
Soft drinks & flavorings,0.0056002,0.0049342,0.0063514,0.0046323,0.0067811,0.0154213,0.0092364,0.0039474,0.003884,0.005093,0.1251767,0.0480313,0.0068114,0.0074556,0.0054477,0.0056434,0.0076117,0.0046475,0.0073436,1.4235177,0.5637287,0.1821129,0.1025351,0.1278598,0.0563971,0.0249782,0.0098406,0.0088744,0.008102,0.0066363,0.0049733,0.0122016,0.0050353,0.0148214,0.0258169,0.0158583,0.007114,0.0095995,0.0078011,0.0118026,0.0092718,0.01448,0.004725,0.0085586,0.0056714,0.0069479,0.0052912,0.0082981,0.0075293,0.0041493,0.0048935,0.0107704,0.0070804,0.014999,0.0091487,0.0076012,0.0056387,0.004812,0.0081747,0.0042405,0.0638546,0.009143,0.0069763,0.0394284,0.0046906,0.0026875,0.0029266,0.0059944,0.0041451,0.0021054,0.0041759,0.0056829,0.0050144,0.0049929,0.0037373,0.0081608,0.004408,0.0016904,0.0146991,0.0,0.0,0.0,0.0,0.0,0.0
Tobacco manufactures,0.0011553,0.0023358,0.0002062,0.0014323,8.44e-05,8.83e-05,7.49e-05,3.73e-05,7.21e-05,6.59e-05,0.0002806,0.0002121,0.0012965,0.0010853,0.0009901,0.0003008,0.0001488,0.0001218,0.0001575,0.0012665,0.9159159,0.001199,0.000671,0.0003823,0.0003309,0.0001032,0.0001018,0.0001035,0.0001966,0.0001128,4.58e-05,0.0002696,0.0004024,0.0003629,0.0061371,0.0001196,0.0002715,0.0006719,0.0002068,0.0009905,0.0010834,0.0002834,0.0002263,0.0002708,0.0003576,0.0007524,0.0006279,0.0003422,0.0005634,0.0001975,0.000145,0.0018711,0.0006717,0.0016848,0.0003701,0.0005968,0.0002575,0.0001854,0.000397,0.0003192,0.0003034,0.0001762,0.0001438,0.0004833,4.78e-05,3.5e-05,5.18e-05,3.96e-05,7.96e-05,2.03e-05,2.99e-05,7.28e-05,4.35e-05,0.0003742,0.0001566,0.0001392,6.1e-05,3.1e-05,8.09e-05,0.0,0.0,0.0,0.0,0.0,0.0
Fabrics & yarn,0.0001193,6.22e-05,0.000201,8.2e-05,0.0001117,0.0001084,6.98e-05,7.19e-05,8.14e-05,7.45e-05,0.0008524,0.0006751,0.0016849,0.0002335,6.04e-05,0.000139,0.0009385,0.0001361,0.0021429,0.0017768,0.0010466,0.9809498,0.0035031,0.0003208,0.000175,0.0001151,9.96e-05,9.69e-05,0.0002212,0.0001007,7.96e-05,0.0006655,0.0001146,0.0007728,0.0078518,0.0001315,0.0002875,0.0003886,0.0001857,0.0010653,0.0004482,0.0011226,0.0001881,0.0007386,0.000164,0.000162,0.0005173,0.0002322,0.0001668,0.0001653,0.0016671,0.0002313,0.0002857,0.0044345,0.0009088,0.0119944,0.0025776,0.0002585,0.0005646,0.0012191,0.0037836,0.0017731,0.0007633,0.0014126,0.0001289,0.0003429,0.0001483,8.28e-05,4.97e-05,4.53e-05,6.19e-05,0.0002415,9.41e-05,0.0001214,0.0001978,0.0001694,0.0001017,4.76e-05,0.0002259,0.0,0.0,0.0,0.0,0.0,0.0
"Floor covering, misc textiles",9.99e-05,8.48e-05,0.0002563,0.0001016,0.0001764,0.0001247,8.78e-05,0.0001116,0.0001189,9.93e-05,0.0021453,0.001349,0.0008055,9.54e-05,7.33e-05,0.0001591,0.0019609,0.0001247,0.000748,0.0017209,0.0022284,0.0031815,0.956441,0.0004663,0.0002431,0.0002543,0.0001367,0.0003263,0.0001113,0.0001175,0.0001148,0.0008989,7.23e-05,0.0004273,0.0001181,0.0001766,0.0002401,0.0001108,0.0001349,0.0008518,0.0005048,0.000506,0.00021,0.0004463,0.0002007,0.0017172,0.0003072,0.0004434,0.0004473,0.0004795,0.0008439,0.0007456,0.0001285,0.0009825,0.0004452,0.0003612,0.0001436,0.0003883,0.002853,0.0007301,0.004049,0.0016427,0.0005069,0.001116,0.0001645,8.21e-05,6.71e-05,0.0001318,5.39e-05,3.7e-05,0.0001138,0.0001075,7.08e-05,7.81e-05,0.0004164,0.0001695,0.0001005,4.81e-05,0.0004064,0.0,0.0,0.0,0.0,0.0,0.0
Lumber & wood products,0.0179564,0.0084102,0.0058122,0.0121864,0.0062773,0.0064019,0.0051358,0.0030555,0.0132632,0.0106587,0.0141719,0.01274,0.0086014,0.0371851,0.0330985,0.0219108,0.0411659,0.0196806,0.0287585,0.0114316,0.0373369,0.0201734,0.0180584,1.2003564,0.5072886,0.228791,0.0286995,0.038332,0.037595,0.0244372,0.009269,0.0449565,0.0222904,0.0305318,0.0336815,0.0281607,0.0069506,0.0094587,0.0135346,0.0106052,0.0141251,0.0199779,0.010421,0.0089598,0.0074531,0.0086895,0.0084573,0.0106374,0.0122104,0.0100191,0.0320916,0.0144194,0.0174046,0.0236731,0.0193394,0.0159841,0.028427,0.0131684,0.0129702,0.0083295,0.0104379,0.0276475,0.0500595,0.0513796,0.0063504,0.0041857,0.0061531,0.0047822,0.0134234,0.0122768,0.0029558,0.0123395,0.0346924,0.0231346,0.0074055,0.0086127,0.0177934,0.0067416,0.0080773,0.0,0.0,0.0,0.0,0.0,0.0
