,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Ordnance & accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meat products,0.0280274,0.0295665,0.0096438,0.0183506,0.0166483,0.0166977,0.0164328,0.0532053,0.0164967,0.0161624,0.0115979,1.0096025,0.0085981,0.0193445,0.0098878,0.0169886,0.0155883,0.0114912,0.0144866,0.013645,0.0141327,0.0128065,0.0126799,0.0148185,0.014178,0.0149481,0.0200822,0.017081,0.0137046,0.0165778,0.0508866,0.0129622,0.0080116,0.0093299,0.0148616,0.0174331,0.0194913,0.0150874,0.0147159,0.0138956,0.0122385,0.0122981,0.0107335,0.011313,0.0115281,0.0116934,0.0106716,0.0121736,0.0110454,0.0123292,0.0094453,0.0119473,0.0106909,0.0115522,0.0109835,0.0084671,0.0111297,0.0095027,0.0123016,0.0092667,0.0120452,0.0106895,0.0092527,0.0120645,0.0454661,0.0333429,0.0138413,0.0762094,0.0141282,0.0165116,0.0945301,0.0212655,0.0131631,0.0,0.0136823,0.028926,0.0338128,0.016702,0.1934007,0.0,0.0293071,0.0141296,0.0,0.0,0.0
Dairy products,7.88e-05,6.81e-05,9.25e-05,0.0001464,0.0001176,0.0001635,0.0002277,0.0001091,0.0002602,0.0001758,0.000528,0.0002379,1.0325346,0.0001098,5.88e-05,9.42e-05,9.98e-05,8.13e-05,0.0001083,0.0001122,0.0001448,0.0001921,0.0003087,0.0001058,0.0001678,0.0004208,0.0001359,9.47e-05,0.0001702,0.0001316,9.89e-05,0.0002551,5.32e-05,0.0001216,0.0001165,0.0001303,0.0004409,0.0002078,0.0004176,0.0026034,0.0046324,0.0010163,0.0069788,0.0009178,0.000797,0.0009968,0.0007081,0.0023547,0.0007482,0.0005934,0.0005753,0.0012849,0.0058605,0.0011982,0.0005608,0.0103627,0.0011761,0.0007326,0.0012325,0.0186752,0.0008748,0.0035596,0.0039834,0.0003309,0.0001889,0.0001653,0.000132,6.16e-05,0.00025,7.98e-05,7.66e-05,0.0002117,0.0002271,0.0,0.0002616,0.0001567,9.84e-05,6.27e-05,8.07e-05,0.0,0.0012873,0.0005849,0.0,0.0,0.0
Canned & frozen foods,0.2168931,0.0219546,0.0580955,0.06081,0.0040628,0.0056004,0.0046628,0.0048407,0.005498,0.0044173,0.0088177,0.0099238,0.0079412,1.2831122,0.0090508,0.0182431,0.0234801,0.0113416,0.0147257,0.0125738,0.010066,0.0111974,0.0090901,0.0212482,0.0124278,0.0151353,0.0307052,0.0204482,0.0614679,0.0702396,0.0075455,0.0116966,0.0128092,0.0100318,0.0075929,0.0080047,0.0052011,0.0063914,0.0108843,0.0085239,0.0068746,0.0082933,0.0072349,0.0078683,0.007391,0.0079075,0.0075239,0.007868,0.0085915,0.0080333,0.0088853,0.009914,0.008829,0.009869,0.0091502,0.0084222,0.0102659,0.0083733,0.0066458,0.0086452,0.008621,0.0155481,0.0091544,0.012558,0.0089899,0.0038237,0.0140401,0.0043999,0.0139063,0.0090984,0.0072645,0.0095714,0.014843,0.0,0.0058609,0.0151046,0.0211752,0.0056313,0.0043415,0.0,0.3491377,0.0155858,0.0,0.0,0.0
Grain mill products,0.0002149,0.0001984,0.0004178,0.0004329,0.0001909,0.0002871,0.0002611,0.0002657,0.0003968,0.0002016,0.0004258,0.0004168,0.0005347,0.0003221,1.3139517,0.0003346,0.0003292,0.0003842,0.0004178,0.0003041,0.0004426,0.000459,0.0004062,0.0003347,0.0003244,0.000731,0.0004223,0.0004147,0.0006758,0.0007825,0.0002798,0.0004511,0.0002067,0.0003843,0.0003654,0.0004071,0.0002704,0.0002942,0.0003829,0.00049,0.0003736,0.0004582,0.0004597,0.0004615,0.0004516,0.0004805,0.000492,0.000485,0.0004693,0.0005392,0.0006207,0.0004847,0.0005473,0.0005413,0.0005397,0.0005571,0.0006465,0.0004863,0.0003464,0.0005872,0.0004985,0.0007141,0.0004815,0.0005009,0.0002592,0.0002695,0.001068,0.0002787,0.000448,0.0006393,0.0002465,0.000569,0.0010185,0.0,0.0002957,0.0010648,0.0006007,0.0003683,0.0002154,0.0,0.0283914,0.0005976,0.0,0.0,0.0
Bakery products,0.0031333,0.0034012,0.0134123,0.0097502,0.0008384,0.0015157,0.0013949,0.0006798,0.0027916,0.0014889,0.004635,0.0021895,0.0032689,0.0042165,0.0012496,1.5261986,0.3158097,0.5216048,0.7031881,0.0038535,0.0036306,0.0960127,0.0142169,0.0147019,0.0072629,0.0046059,0.0026384,0.0032063,0.0038585,0.0025475,0.0009445,0.0458626,0.0012852,0.0729906,0.0036326,0.0072468,0.0015855,0.0039664,0.0019079,0.0027046,0.0031211,0.0051002,0.0026231,0.0033601,0.0032418,0.0053767,0.0028931,0.0040457,0.0027696,0.0040221,0.0024982,0.0051423,0.0043254,0.0081421,0.0045621,0.0042892,0.003594,0.0058677,0.0163269,0.0037233,0.0095685,0.0258073,0.0038108,0.0323372,0.0012645,0.0005815,0.0006029,0.0008501,0.0018257,0.0008897,0.0012083,0.0133642,0.0020737,0.0,0.0036836,0.0009664,0.0013835,0.0021599,0.0010687,0.0,0.0048037,0.0106274,0.0,0.0,0.0
Sugar,0.0029043,0.0032583,0.0416386,0.0272898,0.0006163,0.0009515,0.0011945,0.0005478,0.0023927,0.0005623,0.0042438,0.0014932,0.0018769,0.0022741,0.0009632,0.0659498,1.0919464,0.0299152,0.1496878,0.0059507,0.0028934,0.0373552,0.025057,0.0057191,0.002804,0.0034508,0.0010673,0.0016999,0.0025174,0.0010535,0.0005609,0.0479721,0.0009612,0.0441734,0.0020504,0.0040426,0.000746,0.0023236,0.0009061,0.0016452,0.0017641,0.0074021,0.0013436,0.0021287,0.0021567,0.002748,0.0015406,0.0020712,0.0015053,0.0012261,0.0019111,0.0045899,0.0027102,0.0043297,0.0053152,0.0020347,0.0020785,0.0034082,0.0101743,0.0016201,0.011423,0.00416,0.0015591,0.01325,0.0012175,0.0002564,0.0002978,0.0003919,0.0008089,0.0004606,0.0004901,0.0029664,0.0011761,0.0,0.002339,0.0004726,0.0005564,0.0012598,0.0005853,0.0,0.0020514,0.0053526,0.0,0.0,0.0
Confectionery products,0.0006367,0.0004712,0.0009071,0.0009864,0.0003547,0.0004777,0.0004701,0.0003441,0.0006435,0.0003866,0.0016518,0.0015327,0.0019253,0.0016378,0.0002845,0.0060601,0.0129558,1.2193599,0.0299223,0.0027961,0.0039668,0.003993,0.0030552,0.0019376,0.0024265,0.0007109,0.0011518,0.001328,0.0013053,0.0013447,0.0006107,0.0041082,0.0003498,0.0137673,0.0023494,0.0020264,0.00174,0.001451,0.0018653,0.0023122,0.0023295,0.0023605,0.0021231,0.0022382,0.002153,0.0021356,0.0023537,0.0022496,0.0021431,0.0027652,0.0017071,0.0022649,0.0022159,0.002319,0.0023598,0.002123,0.0027362,0.0021463,0.0023491,0.0020852,0.0029081,0.0032417,0.0016044,0.0041761,0.0008278,0.0005651,0.0002794,0.0006121,0.0013579,0.0002744,0.0008046,0.0060073,0.0004983,0.0,0.0013324,0.0003881,0.0004601,0.0002609,0.0005627,0.0,0.003013,0.0015315,0.0,0.0,0.0
Alcoholic beverages,0.0022808,0.0022696,0.0026127,0.0019464,0.000186,0.0002616,0.0002848,0.0001461,0.0005641,0.0002144,0.0008144,0.000381,0.0003373,0.0028051,0.0005762,0.0083077,0.0326766,0.0239492,1.1026733,0.000707,0.0004668,0.0024358,0.0016005,0.0024594,0.0012191,0.0007244,0.0015105,0.0007956,0.0006751,0.0007038,0.0002186,0.0026443,0.0002423,0.0120453,0.0005781,0.0030308,0.000299,0.000414,0.0003185,0.0005626,0.0008447,0.0008373,0.0006115,0.0007561,0.0008157,0.0007434,0.000755,0.0005092,0.0006392,0.0004871,0.0003656,0.000921,0.000526,0.0007545,0.0006324,0.0003632,0.000435,0.0009817,0.0169627,0.0003632,0.005214,0.0008845,0.0004117,0.0020598,0.0002897,0.0001023,0.0001511,0.000193,0.000627,0.0002023,0.0002251,0.0069132,0.0003783,0.0,0.0022462,0.00022,0.0007688,0.0013507,0.0004592,0.0,0.0019626,0.0012483,0.0,0.0,0.0
Soft drinks & flavorings,0.0048457,0.0056155,0.0031866,0.0109412,0.0046834,0.0136712,0.0131822,0.0036509,0.0032606,0.0030388,0.0834213,0.0555009,0.0078901,0.0074853,0.0044422,0.0052811,0.0069598,0.0044553,0.010172,1.4292953,0.554848,0.2088161,0.1235674,0.1099517,0.0484313,0.0251573,0.0094476,0.0097147,0.0091672,0.0057341,0.0049432,0.0101922,0.0039203,0.0224846,0.0385365,0.0099765,0.0059236,0.0072674,0.0069193,0.0097563,0.0156849,0.015376,0.0062555,0.0089214,0.0059288,0.0056499,0.0056977,0.010406,0.007046,0.0052227,0.0042206,0.0110423,0.0066467,0.0109953,0.0077591,0.0079806,0.0070588,0.0054463,0.0066325,0.004374,0.0543219,0.0075443,0.0064039,0.0417781,0.0039191,0.0024749,0.0017753,0.0053746,0.0040896,0.0037112,0.0063806,0.0040855,0.0071756,0.0,0.0029334,0.0031157,0.0033796,0.0019061,0.011871,0.0,0.0059006,0.042945,0.0,0.0,0.0
Tobacco manufactures,0.0022852,0.0044379,0.0010595,0.0100714,9.22e-05,0.0001565,0.0001514,9.32e-05,0.0001572,0.0001038,0.0005777,0.0003942,0.0012381,0.0026943,0.0018479,0.0009199,0.000539,0.0004152,0.0005674,0.0036709,1.0342799,0.0010424,0.0010341,0.0005019,0.000754,0.0001988,0.0005124,0.0005679,0.0006225,0.0007468,0.000122,0.0006663,0.0006522,0.0011505,0.0045247,0.0003884,0.0002994,0.0003758,0.0004149,0.00142,0.0008366,0.0008349,0.0007659,0.0008983,0.0006981,0.0003628,0.0004279,0.0005784,0.0006759,0.0008716,0.0006411,0.0038826,0.0008424,0.0022186,0.0008598,0.0008471,0.0007963,0.0010413,0.0006511,0.0005975,0.0005614,0.000951,0.0002717,0.0009248,0.0001044,4.88e-05,7.76e-05,6.71e-05,0.0005471,7.16e-05,0.0002104,0.0001695,0.0001417,0.0,0.0002365,0.00011,0.0001188,4.75e-05,0.0001113,0.0,0.0009659,0.0003747,0.0,0.0,0.0
Fabrics & yarn,9.52e-05,8.94e-05,0.0002078,0.0002711,5.76e-05,9.95e-05,0.000123,6.18e-05,9.19e-05,5.93e-05,0.0057538,0.0002898,0.0013246,0.0001723,6.02e-05,0.0001969,0.0011426,0.0002108,0.0011687,0.0027816,0.0054697,1.0188929,0.0219545,0.0003023,0.0002415,0.0001476,9.77e-05,8.56e-05,0.0002436,8.87e-05,6.47e-05,0.0005457,6.32e-05,0.0002862,0.0055417,0.0001695,0.0001154,0.000166,0.0001035,0.0005465,0.0003181,0.0017941,0.0006602,0.0004125,0.0002487,0.0002811,0.0003941,0.0003724,0.0003254,0.0002664,0.0005375,0.0012769,0.000545,0.001042,0.0006945,0.0173484,0.0013431,0.000652,0.0004157,0.001184,0.0070813,0.002292,0.0003411,0.0035975,0.0001125,0.0002472,0.0001043,5.16e-05,0.0002634,5.82e-05,0.000115,0.0001924,0.0001301,0.0,0.0001639,7.49e-05,7.18e-05,3.49e-05,8.43e-05,0.0,0.0002934,0.0006833,0.0,0.0,0.0
"Floor covering, misc textiles",5.9e-05,5.78e-05,6.17e-05,0.000116,3.94e-05,4.94e-05,5.2e-05,4.47e-05,6.34e-05,5e-05,0.003128,0.0003334,0.0014371,7.8e-05,5.9e-05,5.07e-05,6.24e-05,4.79e-05,0.0001287,0.0001303,0.0001116,0.006209,1.0227557,8.27e-05,0.0001275,0.0013465,5.86e-05,5.08e-05,0.0001062,6.23e-05,5.33e-05,8.49e-05,3.17e-05,0.0001313,8.45e-05,6.1e-05,7.39e-05,5.58e-05,0.0001471,0.0013902,0.0012608,0.0009501,0.0002751,0.0009985,0.0001862,0.0020511,0.0001576,0.0001608,0.0001697,0.0001174,0.0024604,0.0002606,0.0001532,0.0002421,0.0001258,0.0002736,0.0001398,9.21e-05,0.0002235,0.0034634,0.001547,0.0002254,0.0001343,0.0001509,7.48e-05,2.97e-05,4.1e-05,4.59e-05,0.0002216,7.78e-05,9.24e-05,5.25e-05,0.0003241,0.0,8.43e-05,5.94e-05,5.75e-05,3.49e-05,8.68e-05,0.0,8.46e-05,0.0008333,0.0,0.0,0.0
Lumber & wood products,0.0132655,0.008606,0.0085599,0.0339904,0.00466,0.0057056,0.0053966,0.0038417,0.0108605,0.0081203,0.0161191,0.0125223,0.0102986,0.0399196,0.0249379,0.0280617,0.0430347,0.0210843,0.0366272,0.0117351,0.0116411,0.0207236,0.0210446,1.240113,0.5182811,0.2366497,0.030471,0.0610446,0.0431664,0.0247331,0.014094,0.035442,0.0087323,0.0271205,0.0337305,0.0314334,0.0068222,0.0097524,0.0251623,0.0129912,0.0177142,0.0221663,0.0103712,0.0114912,0.0093756,0.010596,0.0096075,0.0094802,0.0107355,0.0102142,0.0141042,0.0167117,0.0192076,0.0229064,0.0207453,0.0158396,0.0312239,0.0146953,0.010438,0.009526,0.0126183,0.0213873,0.0401929,0.0495442,0.0062023,0.005012,0.0070151,0.0064248,0.0172425,0.0263198,0.0053738,0.013717,0.0560441,0.0,0.0074313,0.0096817,0.0114778,0.0067791,0.0108977,0.0,0.0189454,0.3939013,0.0,0.0,0.0
