,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Ordnance & accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meat products,0.032507541839607995,0.04827471101684011,0.00021578403425287618,0.0005710514432595783,0.004297755153133606,0.003854904539976147,0.004827508241900938,0.007166651483492796,0.005707470823749894,0.0057318711069279495,0.000542372638942903,0.00026788862494216863,0.01078569564082485,0.004183010387447138,0.0008461304693188371,0.0051906441326899,0.007933637417030027,0.0028150558743735695,0.001942105380715195,0.004020438336028502,0.0037391724855177885,0.0043914848962881906,0.003490306712962963,0.011786338228776254,0.0047962901109465115,0.004247205323268199,0.005325307498999558,0.010437122111176521,0.0029700670200993686,0.003291412235276416,0.0024272824466174733,0.00782118113740607,0.01753311338605599,0.0064156433598276325,0.016992544904206822,0.012148021356769576,0.008811641413830023,0.005341543612649948,0.006127429783200551,0.003537518697159324,0.005342394607331858,0.005065421010728393,0.004646722753899188,0.007731750516540187,0.004407248622454303,0.003922089126323124,0.005739829339833532,0.0032128437510919668,0.004323490282513196,0.005349881624360978,0.007450265945171039,0.003357101338669672,0.0029374766425907246,0.0037439210190097845,0.0031616237667717543,0.007141690230154851,0.006676375383396353,0.00600924735133811,0.003966784768227816,0.007977185250184472,0.00774062849168506,0.005391153996917806,0.008492176835504057,0.007392658179584401,0.17014303849904672,0.2853305031342244,0.0036761984653721842,0.0694896991917844,0.020099921801126727,0.01262149962942389,0.44093191877035537,0.019643999346984218,0.0019883477987648755,0.0,0.008832517058060195,0.02053195037010814,0.06833653865349934,0.0437554152741676,0.7062229353887812,0.0,0.0,0.0,0.0,0.0,0.0
Dairy products,0.0,0.0,0.02041430534576552,3.890374795929001e-05,0.0,0.0,1.58880018087879e-05,0.00010038302215563546,7.535696265571042e-05,5.2877039731807656e-05,4.0393017918800874e-05,0.0,0.008300704776820673,3.3772930728167097e-06,2.294813361190182e-05,4.6492211920518605e-06,1.3395757563579615e-05,2.849806060519703e-05,2.791985883719372e-05,7.572743441149575e-05,3.237378775340076e-05,4.832635477757795e-05,1.3563368055555555e-05,3.5231267723210255e-05,2.5196028330672674e-05,3.45142413574386e-05,4.606533814917706e-05,4.1745080683017675e-05,3.871828327295224e-05,5.194609786286588e-05,2.9651757277581647e-05,6.99434914875024e-05,6.974431129008781e-05,5.6588396628600834e-05,8.373744861845524e-05,7.444088275012935e-05,5.808125621357747e-06,3.591569633205454e-05,2.853989877849233e-05,3.580593506257154e-05,3.7538839631701214e-05,1.676579983182613e-05,1.7356507484993852e-05,1.9237995811247046e-05,3.366024915316423e-05,2.986362278926237e-05,4.192388718281959e-05,3.430760580560929e-05,2.160869113237718e-05,5.070977842996187e-05,2.986622645658944e-05,9.761595222142848e-06,3.273090554691145e-05,5.309865590533907e-05,2.4997025353982875e-05,5.2949240404403054e-05,4.136000400538986e-05,7.144752689489048e-05,0.0,5.344714117623596e-05,2.2828724115291822e-05,5.369675295734867e-05,4.2798769197500554e-05,0.0,1.9646422908899538e-05,7.901406060085803e-05,0.0,9.814873813111848e-07,8.810997183842322e-06,4.156614322099364e-05,0.0,0.0,8.329902801696168e-07,0.0,0.0,0.0,3.943492707126409e-06,5.907571819194545e-05,1.790875845741118e-06,0.0,0.0015058851533422822,0.0,0.0,0.0,0.0
Canned & frozen foods,0.14166205311418234,0.0008203554475531103,0.01878456803443459,1.5283615269721076e-05,0.0,0.0,0.00039170035228588626,0.0,0.0,0.0,0.00014665514804543885,0.0006120893068273226,0.0,0.18465067464049442,0.005563938909445681,0.006644159739914114,0.035698856672091946,0.0,0.04487168032878426,0.00019655898336275388,0.0,0.0,0.03589319299768518,0.012187329222480883,0.001949138909580499,8.205272473655215e-05,0.057250980175176956,0.017012398288962855,0.16010343193867024,0.10164149669246657,0.0014342086809525018,0.0003896851668589419,0.3527758235893455,0.0015654360188846585,0.0,0.0008668024261334081,0.000650063290698117,9.198816101373152e-05,0.0,0.0,0.00015633263593455317,5.674578404618075e-05,0.0,0.0,0.0,0.0,0.0,4.510814837404185e-05,1.2848410943575619e-05,0.0,2.986622645658944e-05,8.874177474675316e-07,6.839293696369556e-05,2.3288884169008365e-05,0.0,0.0,0.0,0.00012120562598240349,0.0,0.0,0.0,0.004210720377738758,0.0,0.008780781522455825,0.01570351123378282,0.0,0.0,0.00018687519740164955,0.005281301525871176,0.0,0.004139650629005752,0.0005129563862177986,6.663922241356935e-07,0.0,0.0,0.000108927550232788,0.05380304274967916,0.0,0.00014058375389067778,0.0,0.2781376468093247,0.0,0.04954128740589724,0.0,0.0
Grain mill products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42081205576921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001569824372681453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4141750195314706e-05,0.0,0.0,3.749281796608726e-05,2.54653097798911e-07,0.0,0.0003452941949217544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023665421514048605,0.0,0.0064188675108440086,0.0,0.0
Bakery products,1.888231091353232e-05,0.002050310768133149,0.0,0.0,5.215722273220396e-06,3.1468608489601196e-06,3.483138858080424e-05,4.061740780863862e-06,5.897501425229511e-05,2.115081589272306e-05,0.00013592837150268674,3.2870658303714744e-05,0.0,0.001876988854408797,0.0,0.453802872739686,0.235102243119604,0.3949024239490722,0.5052254807799692,6.86057321157438e-05,0.0,0.07438668677963528,0.03483525028935185,0.008623592362936921,0.003444103257200411,0.0003870370587441071,0.002264922017044175,0.0,0.00010033447600840312,8.150163630208268e-05,0.0001452415900333473,0.16158403689685708,0.000661054776575615,0.028289438542621375,0.001988764404688312,0.011257014226429071,6.0672573798490924e-05,0.0018560718783029613,0.0,3.5536717505710106e-05,0.0001948218259366772,0.0005979801940017987,1.9285008316659836e-05,0.0007400215722059697,1.6830124576582115e-06,2.6545442479344327e-05,1.0480971795704898e-05,0.0058068799456160915,0.000223095135474813,0.0,0.0013575557480267927,0.0008022256437106485,0.001129460501857601,0.0003013581611469682,0.0006079276566088635,0.0015917058243518723,0.0007009432257755545,0.0024049747892297955,0.006300943589200436,0.00038689348463394693,0.0006641467700948787,0.024153694426098053,0.003077006248620303,0.013428741274089911,0.0001867664203339641,0.00018339065917236187,0.0,0.00045619533483343865,0.00015187510752727055,0.0,0.0015897499922599785,0.005418306268564933,0.00014910526015036142,0.0,0.0006991096708876492,0.00020937303712777693,0.00041480613913085916,0.0,0.0001880419638028174,0.0,0.0,0.0,0.003872918531268868,0.0,0.0
Sugar,1.337815550553909e-05,0.0014289285953681026,0.02576915651156716,0.0361971586369794,0.0,0.0,1.8332309779370653e-06,0.003551121939840977,0.0049997706527223525,0.0,0.00042348419892740055,0.0007188103428177973,0.0193265465935787,0.0015421710066726576,0.0,0.0205505438673039,0.09465274847455811,0.04683830738386204,0.0677302271559715,0.0035881510066763586,0.0,0.07023269139825404,0.04383981963734568,0.008648872814585637,0.002942766898620873,0.004818101265218284,0.0023374942257484654,0.007721987985936167,1.3738745677499182e-05,0.0016989956490664928,1.3733445475932552e-05,0.013037799877515624,8.945466013293872e-05,0.017719043370510675,0.0030859712682036592,0.0020158408371722144,0.00016101911337979477,0.0012918656078621659,0.0,1.642227096854785e-05,0.0004328845937275925,0.000672781454789946,0.0002458838560374129,7.118058450161407e-05,3.422125330571697e-05,4.977270464877061e-06,0.0005060812095640365,0.0006061010358990976,0.00016878139830424336,0.0,0.0005511676336988779,0.00024581471604850626,0.0052916592370767885,0.00017047463211714123,0.0011278657839717075,0.003559222111086215,0.00449082569805891,0.00016330863290260682,0.005408717031787391,0.0005241010709371198,0.0010687224919158837,0.007218633489232906,0.001687172533101469,0.007835685856870963,0.0010419292285685743,1.0730304526042448e-05,0.0,4.122247001506976e-05,0.0011877020481341212,0.0001843252613122657,0.00037291773051549473,0.0031461325021358314,5.797612349980533e-05,0.0,0.0,0.00015892708148718249,0.0001237270836860911,8.861357728791817e-05,0.0006814282593044955,0.0,0.0,0.0,0.0030744461006566126,0.0,0.0
Confectionery products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001664190276225889,0.0,3.663022757374193e-06,3.3489393908949036e-06,0.23132995359905062,0.03879966942887137,0.0,0.0,0.0030328239505414277,0.0,1.6136458499180269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163303064732285e-06,0.0,0.0004696308056653976,0.0,0.0,1.7871155758023836e-06,3.1151369267598325e-06,0.0,2.1806622105776654e-05,7.222662815213398e-05,5.4596322529279967e-05,4.821252079164959e-06,0.0,2.805020762763686e-06,0.0,0.0,0.0,1.4016448302082494e-05,0.0,3.8011560944750196e-05,0.00013045040887772714,4.494393000471423e-05,6.148265420618208e-05,7.99904811327452e-06,1.0331559103298157e-05,1.3061053896438904e-05,0.00013651581031702288,0.0017156237665494323,0.0,0.0,0.0008600429932002012,0.0,4.506893970361764e-07,7.030911347397664e-05,0.00046237857684946554,0.0,1.2563038480783164e-05,0.00023662365847474813,0.0,0.0018036772047092542,0.0001611723833797373,0.0,0.0,0.0,3.883892159939572e-05,0.001438635433218553,0.0,0.000318775900541919,0.0,0.0011033040010895252,0.0,0.009277333363875994,0.0,0.0
Alcoholic beverages,3.378939847684731e-05,0.0006069359040243837,0.0,0.0,3.651005591254277e-05,3.461546933856132e-05,2.260984872789047e-05,3.713591571075531e-05,0.00048490567274109313,0.0002326589748199537,4.799115130325027e-05,4.3875812625663296e-05,0.0,0.0007636467241974955,0.0,0.001957885663816506,0.002923624088251251,0.007809631791971136,0.011825735409081772,7.88135054063216e-05,0.0,0.003618953596343766,0.0004943094135802469,0.0020560537537705524,0.0012514027404234096,7.163333111921219e-06,0.0015898975367911502,0.0,0.0011794505001319752,0.0017222818308670878,1.2484950432665957e-06,4.163303064732285e-07,0.0007429285333074572,0.0015770710163223148,0.002948050764596792,0.0015367703708845724,2.7700291424936946e-06,0.0012438558505203378,0.0,0.0019429431078690138,4.751751852114078e-06,1.977504595548723e-05,0.0,5.258385521740859e-05,5.610041525527372e-07,0.0,0.0,0.00019631574433209763,2.3944765849390927e-05,0.0016575758824293788,0.0,1.153643071707791e-05,9.770419566242223e-07,2.4686217219148864e-05,0.0,0.0,0.0,3.827546083654847e-06,5.187363705889795e-05,0.005805795425084259,0.0030839915263158116,0.0003866166212929104,0.0011780924363311994,0.003500504546779982,0.0006260102754971904,0.00048091273921262975,0.0,2.0807532483797116e-05,0.001472353280853744,0.0018755228137702657,0.00020050341565793558,0.0035505502906901538,8.496500857730091e-06,0.0,0.006111167931753087,8.928487723999016e-07,0.0004120949878947097,0.0013418627417884751,0.00015491076065660673,0.0,0.0,0.0,0.0019487308706131058,0.0,0.0
Soft drinks & flavorings,0.0,0.0016788490445815705,0.0015374612440517427,0.0010601271318906526,0.032254026537594925,0.06830890844837732,0.044050096091857095,0.002741094778400127,0.002060849109149646,0.0015440095601687836,0.13147999961785858,0.10087628541288515,0.014669799008091882,0.00023626494211989309,0.0006218944208825393,0.0022293720043342013,0.001178826665595006,0.0007727917965133786,0.004298541466574345,0.32786204597960916,0.5958031430901185,0.2342364608539267,0.13825593171296297,0.08207459992340561,0.0010459582017271554,0.001127682288376689,0.0061835639388180255,0.0024629597602980426,0.0010566344402876643,0.0014150833555746224,0.0009641502971626286,0.0023456049466701696,0.0020559410023773712,0.02230058804334777,0.018347121278917126,0.008764843078162471,0.002522781702581435,0.007542296229731453,0.0014944528814919622,0.011344020193470505,0.003930649132068765,0.01901112733238069,0.0028030759588265073,0.00764261446928141,0.003344706757519419,0.003940339118027674,0.004075600746844104,0.013555316249416294,0.003992351691376497,0.0013026074334196456,0.005465519441555868,0.00818642872038798,0.004352721916760911,0.006305232499917325,0.0068381862558355554,0.007946906117768151,0.007608063894675662,0.014135127686937352,0.00309391404553824,0.004380272420876294,0.018818055491555276,0.006572482561979477,0.004419536061341899,0.03679923995740084,0.0013880406789636554,0.002229952376957549,0.0,0.0003223204560225931,0.00039781906938145885,0.001126801039073901,0.0016023202528391524,8.028882566887282e-05,0.00018142528302094254,0.0,0.0,0.0018611432660675948,0.00033347160204637695,0.0017300746041926881,5.730802706371578e-05,0.0,0.0005042249054753034,0.0,0.009411502911642809,0.0,0.0
Tobacco manufactures,4.670887436505363e-05,0.01550835841847643,0.0009341177272262666,0.00019451873979645004,0.0,0.0,7.944000904393949e-05,0.0005013348620951968,0.0003767848132785521,0.00028553601455176135,0.0,0.0,0.011913338553902376,0.0035862194098040603,0.006856574492756094,0.0007373946581575588,0.00032819606030770057,0.00014132711687883423,0.00015411762078130933,0.004915161534451472,0.0417925366279058,0.002762196363786991,6.028163580246913e-05,0.0016585589927407452,0.0034273059049799628,0.00018125403480164295,0.008199887538811334,0.00021042928425929317,0.0009579652667856248,0.0002588348669373835,0.0007701133591882785,0.0003780279182776915,0.0003426568337295619,0.00028029766554353683,0.003977528809376624,0.0017664867145858918,0.0013673221270464038,0.0012266309757488422,0.00014529403014505187,0.004901913275333103,0.004889077480640175,0.0018519760429617173,0.0010548899549212931,0.0015319857331023063,0.0004465593054319788,0.00034177257192155824,0.0010099164966004218,0.0021092824310115343,0.001577434452663534,0.00023770208639044626,0.0054030718771466354,0.007307885150395123,0.0010293137013036183,0.009928517098931645,0.0011098679257168396,0.0007154604679033974,0.0008685600841131871,0.0004312368587584461,0.0007322699392582937,0.0005057535448616955,0.0001141436205764591,0.0012278657509580395,0.0017389815694984435,0.019810052446725134,0.0001286631696033889,0.0003931193385450097,0.0,2.8659431534286594e-05,0.001554198786486314,0.00020623712594953074,0.00010638164971634276,0.0,4.664745568949854e-06,0.0,0.0,0.0,2.9083258715057267e-05,0.0002967851556785831,8.058941305835032e-06,0.0,0.0,0.0,0.001315516053713633,0.0,0.0
