,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Ordnance & accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meat products,0.0254686,0.0252211,0.008751,0.0288588,0.0520459,0.0195794,0.0200496,0.0572932,0.01996,0.0295905,0.0122833,1.0102009,0.013988,0.0187974,0.0104709,0.0190977,0.0187849,0.0128673,0.0158217,0.015868,0.016242,0.0147328,0.0159493,0.0271081,0.0238646,0.0172076,0.0291874,0.0272676,0.019645,0.0215538,0.0559762,0.0189459,0.018305,0.0130911,0.0210031,0.0240018,0.031288,0.0200704,0.0218426,0.0186781,0.0186991,0.0175081,0.013992,0.0140159,0.0167985,0.0146328,0.013122,0.0146568,0.0145956,0.0135659,0.0138445,0.0133778,0.0143865,0.0150256,0.0133728,0.0121862,0.0133692,0.0144926,0.0144858,0.0133533,0.0142762,0.0127272,0.0140629,0.0168356,0.046668,0.0342754,0.0131011,0.0793635,0.0128298,0.0132147,0.0685389,0.0254375,0.0151445,0.0177729,0.0194575,0.0294356,0.0273052,0.0108993,0.2881875,0.0,0.0,0.0,0.0,0.0,0.0
Dairy products,0.000108,0.000147,0.000288,0.0002108,0.0002047,0.0002108,0.0002672,9.43e-05,0.0002428,0.000224,0.0002648,0.0001724,0.9696537,0.0001178,7.89e-05,0.000212,0.0002061,0.0001233,0.0001483,0.0001944,0.000146,0.0002159,0.000259,0.0001629,0.0001504,0.0001122,0.0011082,0.0004246,0.0002384,0.000365,0.0001273,0.0003778,0.0001652,0.0001659,0.0001413,0.0001592,0.000388,0.0001617,0.0002206,0.000495,0.004178,0.0011475,0.0041097,0.0007569,0.0026324,0.0003159,0.0001883,0.0015615,0.0002866,0.0015968,0.0012094,0.0004453,0.0003306,0.0003676,0.0002758,0.0100658,0.0009489,0.0003657,0.0013591,0.0196893,0.0055563,0.0023921,0.00038,0.0002105,0.0002781,0.0002266,5.15e-05,8.33e-05,5.41e-05,7.68e-05,2.61e-05,0.0001345,0.0003397,7.56e-05,0.0005119,9.34e-05,8.79e-05,4.68e-05,0.0001186,0.0,0.0,0.0,0.0,0.0,0.0
Canned & frozen foods,0.2180677,0.0111245,0.0391176,0.0385984,0.0036513,0.0037791,0.0029834,0.0042085,0.0034002,0.0044094,0.0064218,0.0070014,0.0134848,1.2548889,0.0056953,0.0136709,0.0145463,0.0127087,0.0157164,0.0092745,0.0072926,0.0140408,0.0080371,0.0192405,0.011463,0.0109839,0.0256133,0.0176138,0.0346795,0.0416752,0.0075585,0.0105621,0.5787398,0.1113566,0.0062087,0.0072834,0.005141,0.0056908,0.0135464,0.0071183,0.0056334,0.0061328,0.0057091,0.0075956,0.0057407,0.0070377,0.0066294,0.0073572,0.0070812,0.0059139,0.0132778,0.0071375,0.0079742,0.006775,0.0070049,0.0107664,0.0095633,0.0068329,0.0054828,0.0189008,0.007444,0.011624,0.00763,0.0127785,0.0085293,0.0032638,0.0047413,0.003962,0.0067606,0.012077,0.0020546,0.0086316,0.0085377,0.4000277,0.0047576,0.0182328,0.0270129,0.0027797,0.0078707,0.0,0.0,0.0,0.0,0.0,0.0
Grain mill products,9.96e-05,7.23e-05,0.0001169,0.000207,0.0001699,0.0001229,7.87e-05,0.0001104,0.000108,0.0003344,0.0001811,0.000191,0.0004641,0.0001325,1.2815851,0.0001888,0.0001783,0.0001771,0.0002119,0.000147,0.0003806,0.0001889,0.0002943,0.0002111,0.0001866,0.0002457,0.0002101,0.0002532,0.000308,0.0002646,0.0001337,0.0001869,0.0002434,0.0002863,0.0001697,0.0002211,0.0001436,0.0001822,0.0001421,0.0002311,0.0001218,0.0001745,0.0001388,0.0001901,0.0001946,0.0002787,0.0002652,0.0002641,0.0002318,0.0001906,0.0004306,0.0002257,0.0002934,0.0002263,0.0002563,0.0003284,0.0003191,0.0002576,0.0001356,0.0005731,0.0002056,0.0002952,0.0001953,0.0002927,0.0001397,9.37e-05,0.0001049,0.0001075,0.0001431,0.0003435,5.43e-05,0.000168,0.0002259,8.09e-05,0.000118,0.0003856,0.0002073,8.22e-05,0.0002713,0.0,0.0,0.0,0.0,0.0,0.0
Bakery products,0.0024072,0.0026354,0.0173197,0.0081647,0.0018144,0.0022037,0.0047545,0.0005645,0.0017973,0.0020856,0.0047767,0.0029769,0.0031713,0.0031348,0.0019443,1.3601393,0.4027784,0.4173148,0.637751,0.0044567,0.0023864,0.0957301,0.0265349,0.0207277,0.0093959,0.0070433,0.0025195,0.0111474,0.004823,0.0029643,0.0011608,0.0436344,0.0026478,0.0760522,0.0047297,0.007508,0.0019231,0.0046662,0.0026382,0.0024387,0.0038136,0.0034045,0.0020476,0.003417,0.0026415,0.0023224,0.0020479,0.0023894,0.0039044,0.0031137,0.0029311,0.0031324,0.0027763,0.0100847,0.0071883,0.0042699,0.0032933,0.0039931,0.0193581,0.0039763,0.0131037,0.0167079,0.0030576,0.0333184,0.0024106,0.0007064,0.0007007,0.0012039,0.0011109,0.0013517,0.0004504,0.0169688,0.0020433,0.002279,0.0067595,0.0023602,0.004041,0.002544,0.0023205,0.0,0.0,0.0,0.0,0.0,0.0
Sugar,0.00252,0.0028573,0.0265871,0.0124897,0.001182,0.001316,0.0008787,0.0003634,0.0009363,0.0007112,0.007104,0.0027295,0.0011186,0.0023384,0.0015159,0.0258222,1.0306489,0.0149113,0.1138489,0.0046794,0.0022372,0.0275741,0.0234973,0.0107622,0.0047294,0.0047853,0.0013116,0.0023076,0.0029399,0.0012823,0.0009731,0.0367681,0.0016689,0.0530132,0.0025354,0.0018448,0.0009472,0.0019575,0.0011765,0.0011994,0.0014947,0.0025458,0.0011201,0.0024196,0.0019008,0.0017685,0.0009423,0.0015949,0.0059396,0.0033523,0.0016124,0.0019486,0.0015147,0.0045521,0.0021184,0.0016712,0.0017429,0.0025652,0.0087446,0.0014296,0.0183161,0.0085425,0.0020965,0.0107917,0.0015347,0.0003027,0.0004746,0.0005507,0.0005303,0.0005418,0.0003468,0.002975,0.0010926,0.0014135,0.0029767,0.0017016,0.0011039,0.0007946,0.0011846,0.0,0.0,0.0,0.0,0.0,0.0
Confectionery products,0.000536,0.0003857,0.0014353,0.0010365,0.0005074,0.0004494,0.0014995,0.0004007,0.0014689,0.0005046,0.0009897,0.0007376,0.0035756,0.0009995,0.0004357,0.0180457,0.026467,1.3330917,0.0320865,0.0016265,0.0009584,0.0076601,0.0095306,0.0019302,0.0019406,0.0020938,0.0008688,0.0011518,0.0011476,0.000892,0.0005706,0.0032866,0.000741,0.0133908,0.0016607,0.0009697,0.0013004,0.000979,0.0013796,0.0014873,0.0017201,0.0015026,0.0013872,0.0013725,0.0012398,0.0008754,0.0014538,0.0011221,0.0014153,0.0026914,0.0011989,0.0013927,0.0017808,0.0013569,0.0015758,0.0019142,0.0020075,0.0024542,0.0022172,0.0017131,0.0036063,0.0025837,0.0010051,0.0041498,0.0017308,0.0008656,0.0003349,0.0010656,0.0006012,0.0004543,0.0001659,0.0201859,0.0012287,0.0007774,0.0038217,0.0010016,0.0039283,0.0004025,0.0030302,0.0,0.0,0.0,0.0,0.0,0.0
Alcoholic beverages,0.0007636,0.0008703,0.0091744,0.0034622,0.0006309,0.0003106,0.0003072,0.0001515,0.0004175,0.000344,0.0006197,0.0008959,0.0010925,0.0011053,0.0003976,0.0115493,0.0141175,0.0191784,0.8349939,0.001812,0.0009488,0.0050876,0.0077476,0.0020564,0.0010588,0.0008546,0.0008211,0.000597,0.0016721,0.0006173,0.0002748,0.0023627,0.0007472,0.004031,0.0009466,0.0004726,0.0006416,0.0007712,0.0010521,0.0008566,0.0024385,0.0007226,0.0005624,0.0008911,0.0007051,0.0004333,0.0006304,0.0003936,0.0004528,0.0004605,0.0004786,0.000516,0.0005176,0.0006367,0.0010643,0.000575,0.0005393,0.0005765,0.0185481,0.0004739,0.0036787,0.0015212,0.0004367,0.0037463,0.0010637,0.0001636,0.0003094,0.0002669,0.0005783,0.0008615,0.000145,0.0064999,0.0004812,0.0010716,0.0046057,0.0012171,0.0023282,0.0022189,0.0006411,0.0,0.0,0.0,0.0,0.0,0.0
Soft drinks & flavorings,0.0047172,0.0049764,0.0052376,0.0080271,0.0072235,0.0102369,0.0137429,0.0028011,0.0039503,0.0048095,0.1015406,0.03537,0.0087083,0.0075735,0.0052124,0.0112217,0.0108921,0.0080822,0.0113726,1.3916537,0.6222212,0.206809,0.1117326,0.1445251,0.0612125,0.0250446,0.0093504,0.0091477,0.0075019,0.0073061,0.0042741,0.0138819,0.0058253,0.0195817,0.0280714,0.0180314,0.0118963,0.0148624,0.010654,0.0148046,0.0108461,0.0187966,0.005613,0.0096846,0.0089799,0.008028,0.0059533,0.0124024,0.0095625,0.0055378,0.0052209,0.0102638,0.0096098,0.0130336,0.0098662,0.0100891,0.0056276,0.0082767,0.0102056,0.0048677,0.0950231,0.0122215,0.0077706,0.0558643,0.0040212,0.0020033,0.0013148,0.0043042,0.0023311,0.0027073,0.0027037,0.0063182,0.0068255,0.0044867,0.0048678,0.0027368,0.003121,0.0013035,0.0112385,0.0,0.0,0.0,0.0,0.0,0.0
Tobacco manufactures,0.0016193,0.003525,0.0002524,0.0045965,0.0001188,9.99e-05,0.0001279,5.47e-05,0.0001114,0.0001067,0.0003732,0.0002061,0.0046453,0.0015982,0.0014082,0.0003827,0.0002101,0.0001795,0.0002514,0.002175,0.9481933,0.0008573,0.0006793,0.000379,0.0005857,0.0001121,0.0001403,0.0001059,0.0001701,0.0001718,6.46e-05,0.0002086,0.0007612,0.0002704,0.0025409,0.0003082,0.0005918,0.0014411,0.000382,0.0007684,0.0019126,0.0007107,0.0004195,0.0011029,0.0007647,0.0010336,0.0008296,0.0006413,0.0009398,0.0003994,0.0002179,0.0018099,0.0011833,0.0018294,0.0003597,0.0011654,0.0003288,0.0003879,0.0007657,0.0007554,0.0005241,0.00029,0.0001518,0.0011086,6.58e-05,5.41e-05,5.35e-05,5.3e-05,3.28e-05,3.79e-05,3.93e-05,0.0001054,6.93e-05,0.0005819,0.0003176,0.0002076,7.53e-05,2.14e-05,8.69e-05,0.0,0.0,0.0,0.0,0.0,0.0
Fabrics & yarn,8.18e-05,5.14e-05,0.0003859,9.76e-05,0.0001082,0.0001007,7.06e-05,4.76e-05,6.32e-05,7.17e-05,0.0009994,0.0004662,0.0005297,0.0002035,5.52e-05,0.0001459,0.0007308,0.0001518,0.0016263,0.0021386,0.0011175,0.980204,0.0143578,0.0003039,0.0001567,0.0001066,8.25e-05,9.65e-05,0.000254,8.57e-05,6.32e-05,0.0015034,0.000127,0.0002494,0.0072855,0.0001004,0.0001023,0.0001036,8.63e-05,0.0004658,0.0003575,0.0002604,0.0001068,0.0001847,0.0001167,0.000118,6.8e-05,0.0001203,9.41e-05,7.04e-05,0.0004553,0.0001905,0.0001863,0.0032019,0.0004685,0.0188646,0.0018988,0.0001559,0.0005551,0.0011698,0.0105397,0.0015385,0.0001868,0.0021016,0.0001821,0.0003996,3.24e-05,6.13e-05,3.87e-05,4.85e-05,4.01e-05,0.0001776,9.11e-05,0.0001042,0.000333,6.29e-05,8.49e-05,4.08e-05,0.0001596,0.0,0.0,0.0,0.0,0.0,0.0
"Floor covering, misc textiles",9.51e-05,8.86e-05,0.0002498,0.0001683,0.0002293,0.0001377,0.0001237,8.96e-05,0.0001574,0.0001306,0.0024687,0.0010558,0.0006644,0.0001172,7.49e-05,0.0001258,0.0026725,0.0001211,0.0006012,0.0019086,0.0043616,0.0038119,0.9418147,0.000504,0.0002483,0.0005766,0.0001045,0.0001125,0.0001544,0.0001047,0.0001026,0.0013996,8.77e-05,0.000323,0.0004827,0.0001312,0.0006745,0.0001432,0.0003188,0.0008571,0.000501,0.0009826,0.000273,0.0005671,0.0005339,0.0025542,0.0006397,0.0002079,0.0005043,0.000296,0.0006179,0.0011575,0.0003416,0.0007823,0.0007722,0.0002299,0.0002821,0.0001939,0.0038717,0.0019848,0.0036902,0.0011819,0.0003797,0.0012782,0.0001739,5.4e-05,2.88e-05,0.000111,4.77e-05,5.03e-05,8.01e-05,0.0001392,9.1e-05,7.33e-05,0.0010181,7.15e-05,8.09e-05,4.63e-05,0.0003241,0.0,0.0,0.0,0.0,0.0,0.0
Lumber & wood products,0.0137252,0.0067593,0.0071474,0.0238269,0.0053897,0.0053283,0.007677,0.003005,0.0108293,0.009215,0.0143124,0.0100945,0.0087023,0.0345309,0.0254062,0.0207198,0.0345052,0.0217279,0.0351421,0.0149415,0.0094597,0.0218671,0.0182088,1.1960385,0.4897714,0.205088,0.023499,0.0395245,0.0372024,0.0234519,0.0105246,0.0393716,0.0216703,0.0301296,0.0355276,0.0377139,0.0073105,0.0100072,0.0223785,0.0123143,0.0134525,0.0176135,0.0079115,0.0091891,0.0070485,0.0075124,0.0068395,0.0077952,0.010727,0.009644,0.0289228,0.0139581,0.0140107,0.0190919,0.0181617,0.0144938,0.0205914,0.0126522,0.0117769,0.0092632,0.0111067,0.02597,0.0444773,0.0416369,0.0067618,0.0041337,0.0048177,0.0050418,0.0112793,0.0156835,0.0023013,0.016441,0.0396816,0.0215558,0.0089642,0.0080292,0.0104581,0.0049833,0.0083956,0.0,0.0,0.0,0.0,0.0,0.0
