"LineNumber","LineDescription","TimePeriod","DataValue"
"2","General public service","1986","381,397"
"2","General public service","1987","395,762"
"2","General public service","1988","418,379"
"2","General public service","1989","452,247"
"2","General public service","1990","479,841"
"2","General public service","1991","471,102"
"2","General public service","1992","532,273"
"2","General public service","1993","539,019"
"2","General public service","1994","552,861"
"2","General public service","1995","590,506"
"2","General public service","1996","602,089"
"2","General public service","1997","612,390"
"2","General public service","1998","612,642"
"2","General public service","1999","606,167"
"2","General public service","2000","611,349"
"2","General public service","2001","618,998"
"2","General public service","2002","622,710"
"2","General public service","2003","651,869"
"2","General public service","2004","669,990"
"2","General public service","2005","728,899"
"2","General public service","2006","781,883"
"2","General public service","2007","835,887"
"2","General public service","2008","844,193"
"2","General public service","2009","889,799"
"2","General public service","2010","921,903"
"2","General public service","2011","962,067"
"2","General public service","2012","976,661"
"2","General public service","2013","961,080"
"2","General public service","2014","975,952"
"2","General public service","2015","976,586"
"2","General public service","2016","1,018,533"
"2","General public service","2017","1,052,293"
"2","General public service","2018","1,125,482"
"2","General public service","2019","1,197,701"
"2","General public service","2020","1,160,766"
"2","General public service","2021","1,230,060"
"2","General public service","2022","1,421,835"
"2","General public service","2023","1,688,345"
"2","General public service","2024","1,873,448"
"3","Executive and legislative","1959","4,354"
"3","Executive and legislative","1960","4,487"
"3","Executive and legislative","1961","4,950"
"3","Executive and legislative","1962","5,082"
"3","Executive and legislative","1963","5,282"
"3","Executive and legislative","1964","5,479"
"3","Executive and legislative","1965","5,774"
"3","Executive and legislative","1966","5,787"
"3","Executive and legislative","1967","5,611"
"3","Executive and legislative","1968","4,508"
"3","Executive and legislative","1969","5,091"
"3","Executive and legislative","1970","6,089"
"3","Executive and legislative","1971","7,431"
"3","Executive and legislative","1972","8,582"
"3","Executive and legislative","1973","8,198"
"3","Executive and legislative","1974","9,576"
"3","Executive and legislative","1975","11,614"
"3","Executive and legislative","1976","12,548"
"3","Executive and legislative","1977","12,509"
"3","Executive and legislative","1978","13,017"
"3","Executive and legislative","1979","14,305"
"3","Executive and legislative","1980","16,574"
"3","Executive and legislative","1981","16,681"
"3","Executive and legislative","1982","19,168"
"3","Executive and legislative","1983","18,540"
"3","Executive and legislative","1984","22,060"
"3","Executive and legislative","1985","25,756"
"3","Executive and legislative","1986","27,635"
"3","Executive and legislative","1987","26,360"
"3","Executive and legislative","1988","26,825"
"3","Executive and legislative","1989","27,837"
"3","Executive and legislative","1990","30,669"
"3","Executive and legislative","1991","-6,808"
"3","Executive and legislative","1992","39,135"
"3","Executive and legislative","1993","40,211"
"3","Executive and legislative","1994","39,790"
"3","Executive and legislative","1995","36,773"
"3","Executive and legislative","1996","41,093"
"3","Executive and legislative","1997","39,848"
"3","Executive and legislative","1998","41,301"
"3","Executive and legislative","1999","41,127"
"3","Executive and legislative","2000","44,191"
"3","Executive and legislative","2001","45,662"
"3","Executive and legislative","2002","52,402"
"3","Executive and legislative","2003","58,222"
"3","Executive and legislative","2004","67,997"
"3","Executive and legislative","2005","75,653"
"3","Executive and legislative","2006","78,867"
"3","Executive and legislative","2007","90,743"
"3","Executive and legislative","2008","99,707"
"3","Executive and legislative","2009","111,166"
"3","Executive and legislative","2010","112,095"
"3","Executive and legislative","2011","116,537"
"3","Executive and legislative","2012","118,427"
"3","Executive and legislative","2013","115,617"
"3","Executive and legislative","2014","116,362"
"3","Executive and legislative","2015","117,415"
"3","Executive and legislative","2016","121,577"
"3","Executive and legislative","2017","121,075"
"3","Executive and legislative","2018","126,866"
"3","Executive and legislative","2019","132,045"
"3","Executive and legislative","2020","142,712"
"3","Executive and legislative","2021","151,808"
"3","Executive and legislative","2022","189,221"
"3","Executive and legislative","2023","196,262"
"3","Executive and legislative","2024","192,820"
"4","Tax collection and financial management","1959","1,159"
"4","Tax collection and financial management","1960","1,285"
"4","Tax collection and financial management","1961","1,361"
"4","Tax collection and financial management","1962","1,451"
"4","Tax collection and financial management","1963","1,442"
"4","Tax collection and financial management","1964","1,555"
"4","Tax collection and financial management","1965","1,621"
"4","Tax collection and financial management","1966","1,791"
"4","Tax collection and financial management","1967","2,022"
"4","Tax collection and financial management","1968","3,485"
"4","Tax collection and financial management","1969","4,394"
"4","Tax collection and financial management","1970","5,050"
"4","Tax collection and financial management","1971","5,409"
"4","Tax collection and financial management","1972","5,909"
"4","Tax collection and financial management","1973","6,263"
"4","Tax collection and financial management","1974","7,133"
"4","Tax collection and financial management","1975","8,221"
"4","Tax collection and financial management","1976","8,229"
"4","Tax collection and financial management","1977","9,405"
"4","Tax collection and financial management","1978","10,166"
"4","Tax collection and financial management","1979","10,410"
"4","Tax collection and financial management","1980","10,978"
"4","Tax collection and financial management","1981","11,539"
"4","Tax collection and financial management","1982","13,399"
"4","Tax collection and financial management","1983","16,279"
"4","Tax collection and financial management","1984","16,419"
"4","Tax collection and financial management","1985","20,600"
"4","Tax collection and financial management","1986","21,583"
"4","Tax collection and financial management","1987","22,023"
"4","Tax collection and financial management","1988","24,341"
"4","Tax collection and financial management","1989","25,801"
"4","Tax collection and financial management","1990","26,899"
"4","Tax collection and financial management","1991","28,636"
"4","Tax collection and financial management","1992","31,196"
"4","Tax collection and financial management","1993","30,139"
"4","Tax collection and financial management","1994","31,383"
"4","Tax collection and financial management","1995","32,261"
"4","Tax collection and financial management","1996","31,716"
"4","Tax collection and financial management","1997","34,030"
"4","Tax collection and financial management","1998","33,967"
"4","Tax collection and financial management","1999","36,957"
"4","Tax collection and financial management","2000","35,673"
"4","Tax collection and financial management","2001","40,925"
"4","Tax collection and financial management","2002","41,025"
"4","Tax collection and financial management","2003","39,916"
"4","Tax collection and financial management","2004","40,672"
"4","Tax collection and financial management","2005","41,655"
"4","Tax collection and financial management","2006","42,566"
"4","Tax collection and financial management","2007","43,744"
"4","Tax collection and financial management","2008","51,915"
"4","Tax collection and financial management","2009","52,332"
"4","Tax collection and financial management","2010","54,601"
"4","Tax collection and financial management","2011","49,045"
"4","Tax collection and financial management","2012","49,014"
"4","Tax collection and financial management","2013","50,103"
"4","Tax collection and financial management","2014","49,268"
"4","Tax collection and financial management","2015","51,937"
"4","Tax collection and financial management","2016","54,397"
"4","Tax collection and financial management","2017","55,196"
"4","Tax collection and financial management","2018","59,294"
"4","Tax collection and financial management","2019","61,825"
"4","Tax collection and financial management","2020","70,569"
"4","Tax collection and financial management","2021","77,252"
"4","Tax collection and financial management","2022","96,444"
"4","Tax collection and financial management","2023","102,533"
"4","Tax collection and financial management","2024","114,317"
"5","Interest payments","1959","14,649"
"5","Interest payments","1960","17,453"
"5","Interest payments","1961","17,850"
"5","Interest payments","1962","19,660"
"5","Interest payments","1963","21,255"
"5","Interest payments","1964","22,922"
"5","Interest payments","1965","24,460"
"5","Interest payments","1966","26,696"
"5","Interest payments","1967","29,090"
"5","Interest payments","1968","32,788"
"5","Interest payments","1969","36,634"
"5","Interest payments","1970","44,383"
"5","Interest payments","1971","48,621"
"5","Interest payments","1972","53,464"
"5","Interest payments","1973","61,980"
"5","Interest payments","1974","69,526"
"5","Interest payments","1975","77,403"
"5","Interest payments","1976","86,724"
"5","Interest payments","1977","95,753"
"5","Interest payments","1978","112,446"
"5","Interest payments","1979","128,460"
"5","Interest payments","1980","148,756"
"5","Interest payments","1981","180,093"
"5","Interest payments","1982","206,165"
"5","Interest payments","1983","227,965"
"5","Interest payments","1984","260,065"
"5","Interest payments","1985","285,779"
"5","Interest payments","1986","302,683"
"5","Interest payments","1987","314,659"
"5","Interest payments","1988","333,727"
"5","Interest payments","1989","362,097"
"5","Interest payments","1990","383,322"
"5","Interest payments","1991","408,691"
"5","Interest payments","1992","417,216"
"5","Interest payments","1993","422,743"
"5","Interest payments","1994","434,080"
"5","Interest payments","1995","473,006"
"5","Interest payments","1996","479,364"
"5","Interest payments","1997","485,311"
"5","Interest payments","1998","479,288"
"5","Interest payments","1999","465,623"
"5","Interest payments","2000","464,812"
"5","Interest payments","2001","459,817"
"5","Interest payments","2002","452,224"
"5","Interest payments","2003","475,585"
"5","Interest payments","2004","480,657"
"5","Interest payments","2005","521,517"
"5","Interest payments","2006","560,868"
"5","Interest payments","2007","600,017"
"5","Interest payments","2008","592,304"
"5","Interest payments","2009","621,553"
"5","Interest payments","2010","648,459"
"5","Interest payments","2011","691,208"
"5","Interest payments","2012","703,747"
"5","Interest payments","2013","686,541"
"5","Interest payments","2014","701,355"
"5","Interest payments","2015","698,020"
"5","Interest payments","2016","737,072"
"5","Interest payments","2017","767,644"
"5","Interest payments","2018","826,647"
"5","Interest payments","2019","883,272"
"5","Interest payments","2020","813,323"
"5","Interest payments","2021","850,834"
"5","Interest payments","2022","966,748"
"5","Interest payments","2023","1,218,498"
"5","Interest payments","2024","1,397,636"
"6","Other","1959","1,095"
"6","Other","1960","1,159"
"6","Other","1961","1,461"
"6","Other","1962","1,538"
"6","Other","1963","1,604"
"6","Other","1964","1,861"
"6","Other","1965","2,137"
"6","Other","1966","2,477"
"6","Other","1967","2,731"
"6","Other","1968","3,406"
"6","Other","1969","3,830"
"6","Other","1970","4,508"
"6","Other","1971","5,338"
"6","Other","1972","6,015"
"6","Other","1973","7,707"
"6","Other","1974","9,799"
"6","Other","1975","11,026"
"6","Other","1976","12,247"
"6","Other","1977","13,965"
"6","Other","1978","15,182"
"6","Other","1979","16,718"
"6","Other","1980","18,948"
"6","Other","1981","20,247"
"6","Other","1982","21,163"
"6","Other","1983","23,662"
"6","Other","1984","25,139"
"6","Other","1985","27,535"
"6","Other","1986","29,496"
"6","Other","1987","32,720"
"6","Other","1988","33,485"
"6","Other","1989","36,511"
"6","Other","1990","38,950"
"6","Other","1991","40,583"
"6","Other","1992","44,727"
"6","Other","1993","45,927"
"6","Other","1994","47,608"
"6","Other","1995","48,465"
"6","Other","1996","49,916"
"6","Other","1997","53,200"
"6","Other","1998","58,086"
"6","Other","1999","62,460"
"6","Other","2000","66,673"
"6","Other","2001","72,593"
"6","Other","2002","77,059"
"6","Other","2003","78,145"
"6","Other","2004","80,663"
"6","Other","2005","90,074"
"6","Other","2006","99,582"
"6","Other","2007","101,384"
"6","Other","2008","100,268"
"6","Other","2009","104,748"
"6","Other","2010","106,748"
"6","Other","2011","105,277"
"6","Other","2012","105,472"
"6","Other","2013","108,820"
"6","Other","2014","108,966"
"6","Other","2015","109,214"
"6","Other","2016","105,487"
"6","Other","2017","108,377"
"6","Other","2018","112,675"
"6","Other","2019","120,558"
"6","Other","2020","134,161"
"6","Other","2021","150,166"
"6","Other","2022","169,421"
"6","Other","2023","171,052"
"6","Other","2024","168,676"
"7","National defense","1959","43,981"
"7","National defense","1960","44,309"
"7","National defense","1961","45,636"
"7","National defense","1962","50,093"
"7","National defense","1963","52,070"
"7","National defense","1964","52,720"
"7","National defense","1965","55,543"
"7","National defense","1966","65,642"
"7","National defense","1967","75,759"
"7","National defense","1968","83,971"
"7","National defense","1969","85,218"
"7","National defense","1970","84,489"
"7","National defense","1971","85,889"
"7","National defense","1972","88,923"
"7","National defense","1973","87,669"
"7","National defense","1974","92,183"
"7","National defense","1975","97,541"
"7","National defense","1976","99,704"
"7","National defense","1977","106,680"
"7","National defense","1978","115,372"
"7","National defense","1979","126,205"
"7","National defense","1980","143,983"
"7","National defense","1981","165,813"
"7","National defense","1982","187,807"
"7","National defense","1983","202,466"
"7","National defense","1984","217,847"
"7","National defense","1985","234,125"
"7","National defense","1986","249,048"
"7","National defense","1987","261,676"
"7","National defense","1988","276,722"
"7","National defense","1989","286,100"
"7","National defense","1990","297,738"
"7","National defense","1991","313,154"
"7","National defense","1992","310,271"
"7","National defense","1993","303,502"
"7","National defense","1994","296,809"
"7","National defense","1995","292,454"
"7","National defense","1996","292,750"
"7","National defense","1997","293,314"
"7","National defense","1998","289,629"
"7","National defense","1999","301,970"
"7","National defense","2000","309,556"
"7","National defense","2001","325,927"
"7","National defense","2002","358,955"
"7","National defense","2003","411,621"
"7","National defense","2004","449,075"
"7","National defense","2005","478,323"
"7","National defense","2006","501,776"
"7","National defense","2007","528,521"
"7","National defense","2008","583,674"
"7","National defense","2009","614,836"
"7","National defense","2010","652,196"
"7","National defense","2011","662,376"
"7","National defense","2012","650,930"
"7","National defense","2013","610,969"
"7","National defense","2014","597,936"
"7","National defense","2015","586,256"
"7","National defense","2016","588,257"
"7","National defense","2017","601,353"
"7","National defense","2018","635,472"
"7","National defense","2019","676,964"
"7","National defense","2020","698,245"
"7","National defense","2021","720,214"
"7","National defense","2022","730,200"
"7","National defense","2023","790,197"
"7","National defense","2024","855,623"
"8","Public order and safety","1959","4,310"
"8","Public order and safety","1960","4,687"
"8","Public order and safety","1961","5,052"
"8","Public order and safety","1962","5,255"
"8","Public order and safety","1963","5,578"
"8","Public order and safety","1964","5,989"
"8","Public order and safety","1965","6,471"
"8","Public order and safety","1966","7,049"
"8","Public order and safety","1967","7,805"
"8","Public order and safety","1968","9,084"
"8","Public order and safety","1969","10,078"
"8","Public order and safety","1970","11,539"
"8","Public order and safety","1971","13,321"
"8","Public order and safety","1972","14,992"
"8","Public order and safety","1973","16,690"
"8","Public order and safety","1974","18,965"
"8","Public order and safety","1975","21,612"
"8","Public order and safety","1976","23,393"
"8","Public order and safety","1977","25,609"
"8","Public order and safety","1978","28,342"
"8","Public order and safety","1979","31,421"
"8","Public order and safety","1980","34,938"
"8","Public order and safety","1981","39,465"
"8","Public order and safety","1982","44,203"
"8","Public order and safety","1983","48,227"
"8","Public order and safety","1984","52,385"
"8","Public order and safety","1985","58,043"
"8","Public order and safety","1986","63,066"
"8","Public order and safety","1987","68,436"
"8","Public order and safety","1988","75,425"
"8","Public order and safety","1989","84,403"
"8","Public order and safety","1990","93,926"
"8","Public order and safety","1991","102,970"
"8","Public order and safety","1992","112,862"
"8","Public order and safety","1993","121,602"
"8","Public order and safety","1994","130,330"
"8","Public order and safety","1995","139,340"
"8","Public order and safety","1996","148,323"
"8","Public order and safety","1997","156,355"
"8","Public order and safety","1998","168,957"
"8","Public order and safety","1999","183,704"
"8","Public order and safety","2000","199,671"
"8","Public order and safety","2001","216,089"
"8","Public order and safety","2002","230,047"
"8","Public order and safety","2003","237,692"
"8","Public order and safety","2004","251,396"
"8","Public order and safety","2005","264,775"
"8","Public order and safety","2006","280,453"
"8","Public order and safety","2007","300,351"
"8","Public order and safety","2008","321,455"
"8","Public order and safety","2009","328,216"
"8","Public order and safety","2010","332,670"
"8","Public order and safety","2011","333,251"
"8","Public order and safety","2012","333,067"
"8","Public order and safety","2013","338,448"
"8","Public order and safety","2014","349,993"
"8","Public order and safety","2015","362,420"
"8","Public order and safety","2016","371,539"
"8","Public order and safety","2017","381,568"
"8","Public order and safety","2018","403,252"
"8","Public order and safety","2019","421,982"
"8","Public order and safety","2020","425,828"
"8","Public order and safety","2021","443,666"
"8","Public order and safety","2022","470,350"
"8","Public order and safety","2023","493,489"
"8","Public order and safety","2024","519,726"
"9","Police","1959","2,064"
"9","Police","1960","2,231"
"9","Police","1961","2,379"
"9","Police","1962","2,523"
"9","Police","1963","2,688"
"9","Police","1964","2,876"
"9","Police","1965","3,120"
"9","Police","1966","3,383"
"9","Police","1967","3,755"
"9","Police","1968","4,552"
"9","Police","1969","4,987"
"9","Police","1970","5,655"
"9","Police","1971","6,580"
"9","Police","1972","7,497"
"9","Police","1973","8,278"
"9","Police","1974","9,264"
"9","Police","1975","10,463"
"9","Police","1976","11,200"
"9","Police","1977","12,233"
"9","Police","1978","13,389"
"9","Police","1979","14,598"
"9","Police","1980","15,970"
"9","Police","1981","17,918"
"9","Police","1982","19,855"
"9","Police","1983","21,507"
"9","Police","1984","23,062"
"9","Police","1985","25,338"
"9","Police","1986","27,079"
"9","Police","1987","28,848"
"9","Police","1988","31,436"
"9","Police","1989","34,477"
"9","Police","1990","37,796"
"9","Police","1991","41,506"
"9","Police","1992","45,565"
"9","Police","1993","49,672"
"9","Police","1994","52,261"
"9","Police","1995","55,138"
"9","Police","1996","59,300"
"9","Police","1997","63,561"
"9","Police","1998","68,798"
"9","Police","1999","74,185"
"9","Police","2000","80,234"
"9","Police","2001","86,538"
"9","Police","2002","94,116"
"9","Police","2003","99,270"
"9","Police","2004","106,627"
"9","Police","2005","112,232"
"9","Police","2006","118,583"
"9","Police","2007","127,976"
"9","Police","2008","139,235"
"9","Police","2009","143,320"
"9","Police","2010","147,112"
"9","Police","2011","148,874"
"9","Police","2012","149,730"
"9","Police","2013","151,500"
"9","Police","2014","156,701"
"9","Police","2015","162,244"
"9","Police","2016","168,164"
"9","Police","2017","174,513"
"9","Police","2018","185,753"
"9","Police","2019","194,419"
"9","Police","2020","198,128"
"9","Police","2021","204,989"
"9","Police","2022","213,352"
"9","Police","2023","225,166"
"9","Police","2024","237,742"
"10","Fire","1959","995"
"10","Fire","1960","1,088"
"10","Fire","1961","1,195"
"10","Fire","1962","1,209"
"10","Fire","1963","1,267"
"10","Fire","1964","1,352"
"10","Fire","1965","1,452"
"10","Fire","1966","1,575"
"10","Fire","1967","1,679"
"10","Fire","1968","1,873"
"10","Fire","1969","2,084"
"10","Fire","1970","2,383"
"10","Fire","1971","2,695"
"10","Fire","1972","2,926"
"10","Fire","1973","3,160"
"10","Fire","1974","3,508"
"10","Fire","1975","4,035"
"10","Fire","1976","4,321"
"10","Fire","1977","4,621"
"10","Fire","1978","5,062"
"10","Fire","1979","5,546"
"10","Fire","1980","6,081"
"10","Fire","1981","6,922"
"10","Fire","1982","7,706"
"10","Fire","1983","8,351"
"10","Fire","1984","8,934"
"10","Fire","1985","9,738"
"10","Fire","1986","10,679"
"10","Fire","1987","11,502"
"10","Fire","1988","12,024"
"10","Fire","1989","13,296"
"10","Fire","1990","14,495"
"10","Fire","1991","15,543"
"10","Fire","1992","17,254"
"10","Fire","1993","17,818"
"10","Fire","1994","18,758"
"10","Fire","1995","19,486"
"10","Fire","1996","20,400"
"10","Fire","1997","21,290"
"10","Fire","1998","22,625"
"10","Fire","1999","24,221"
"10","Fire","2000","26,321"
"10","Fire","2001","28,008"
"10","Fire","2002","30,382"
"10","Fire","2003","31,835"
"10","Fire","2004","33,713"
"10","Fire","2005","35,948"
"10","Fire","2006","39,011"
"10","Fire","2007","41,981"
"10","Fire","2008","44,681"
"10","Fire","2009","46,031"
"10","Fire","2010","46,958"
"10","Fire","2011","47,327"
"10","Fire","2012","47,219"
"10","Fire","2013","49,767"
"10","Fire","2014","51,620"
"10","Fire","2015","53,425"
"10","Fire","2016","54,969"
"10","Fire","2017","56,247"
"10","Fire","2018","60,338"
"10","Fire","2019","64,185"
"10","Fire","2020","66,462"
"10","Fire","2021","68,611"
"10","Fire","2022","71,734"
"10","Fire","2023","75,253"
"10","Fire","2024","80,261"
"11","Law courts","1959","665"
"11","Law courts","1960","714"
"11","Law courts","1961","757"
"11","Law courts","1962","780"
"11","Law courts","1963","840"
"11","Law courts","1964","912"
"11","Law courts","1965","991"
"11","Law courts","1966","1,099"
"11","Law courts","1967","1,216"
"11","Law courts","1968","1,382"
"11","Law courts","1969","1,571"
"11","Law courts","1970","1,798"
"11","Law courts","1971","2,069"
"11","Law courts","1972","2,343"
"11","Law courts","1973","2,687"
"11","Law courts","1974","3,049"
"11","Law courts","1975","3,494"
"11","Law courts","1976","3,846"
"11","Law courts","1977","4,225"
"11","Law courts","1978","4,787"
"11","Law courts","1979","5,521"
"11","Law courts","1980","6,367"
"11","Law courts","1981","7,115"
"11","Law courts","1982","7,861"
"11","Law courts","1983","8,408"
"11","Law courts","1984","9,069"
"11","Law courts","1985","9,959"
"11","Law courts","1986","10,612"
"11","Law courts","1987","11,495"
"11","Law courts","1988","13,213"
"11","Law courts","1989","14,977"
"11","Law courts","1990","16,841"
"11","Law courts","1991","18,703"
"11","Law courts","1992","20,254"
"11","Law courts","1993","22,577"
"11","Law courts","1994","23,500"
"11","Law courts","1995","25,729"
"11","Law courts","1996","26,818"
"11","Law courts","1997","28,521"
"11","Law courts","1998","32,125"
"11","Law courts","1999","35,132"
"11","Law courts","2000","38,072"
"11","Law courts","2001","41,454"
"11","Law courts","2002","43,039"
"11","Law courts","2003","42,628"
"11","Law courts","2004","44,261"
"11","Law courts","2005","46,504"
"11","Law courts","2006","48,531"
"11","Law courts","2007","51,109"
"11","Law courts","2008","53,723"
"11","Law courts","2009","54,947"
"11","Law courts","2010","55,460"
"11","Law courts","2011","54,627"
"11","Law courts","2012","54,054"
"11","Law courts","2013","52,441"
"11","Law courts","2014","53,864"
"11","Law courts","2015","56,172"
"11","Law courts","2016","57,088"
"11","Law courts","2017","58,110"
"11","Law courts","2018","60,717"
"11","Law courts","2019","63,399"
"11","Law courts","2020","64,147"
"11","Law courts","2021","66,734"
"11","Law courts","2022","72,261"
"11","Law courts","2023","76,145"
"11","Law courts","2024","80,274"
"12","Prisons","1959","585"
"12","Prisons","1960","654"
"12","Prisons","1961","721"
"12","Prisons","1962","743"
"12","Prisons","1963","782"
"12","Prisons","1964","849"
"12","Prisons","1965","908"
"12","Prisons","1966","992"
"12","Prisons","1967","1,154"
"12","Prisons","1968","1,278"
"12","Prisons","1969","1,436"
"12","Prisons","1970","1,703"
"12","Prisons","1971","1,976"
"12","Prisons","1972","2,227"
"12","Prisons","1973","2,565"
"12","Prisons","1974","3,144"
"12","Prisons","1975","3,620"
"12","Prisons","1976","4,026"
"12","Prisons","1977","4,529"
"12","Prisons","1978","5,105"
"12","Prisons","1979","5,756"
"12","Prisons","1980","6,521"
"12","Prisons","1981","7,509"
"12","Prisons","1982","8,781"
"12","Prisons","1983","9,961"
"12","Prisons","1984","11,320"
"12","Prisons","1985","13,008"
"12","Prisons","1986","14,697"
"12","Prisons","1987","16,590"
"12","Prisons","1988","18,752"
"12","Prisons","1989","21,652"
"12","Prisons","1990","24,793"
"12","Prisons","1991","27,218"
"12","Prisons","1992","29,789"
"12","Prisons","1993","31,536"
"12","Prisons","1994","35,812"
"12","Prisons","1995","38,987"
"12","Prisons","1996","41,805"
"12","Prisons","1997","42,984"
"12","Prisons","1998","45,409"
"12","Prisons","1999","50,165"
"12","Prisons","2000","55,044"
"12","Prisons","2001","60,090"
"12","Prisons","2002","62,511"
"12","Prisons","2003","63,959"
"12","Prisons","2004","66,795"
"12","Prisons","2005","70,090"
"12","Prisons","2006","74,328"
"12","Prisons","2007","79,285"
"12","Prisons","2008","83,815"
"12","Prisons","2009","83,918"
"12","Prisons","2010","83,141"
"12","Prisons","2011","82,424"
"12","Prisons","2012","82,062"
"12","Prisons","2013","84,740"
"12","Prisons","2014","87,808"
"12","Prisons","2015","90,580"
"12","Prisons","2016","91,317"
"12","Prisons","2017","92,697"
"12","Prisons","2018","96,445"
"12","Prisons","2019","99,979"
"12","Prisons","2020","97,090"
"12","Prisons","2021","103,332"
"12","Prisons","2022","113,003"
"12","Prisons","2023","116,925"
"12","Prisons","2024","121,449"
"13","Economic affairs","1959","12,705"
"13","Economic affairs","1960","11,398"
"13","Economic affairs","1961","12,410"
"13","Economic affairs","1962","14,446"
"13","Economic affairs","1963","14,773"
"13","Economic affairs","1964","16,586"
"13","Economic affairs","1965","17,879"
"13","Economic affairs","1966","19,240"
"13","Economic affairs","1967","21,185"
"13","Economic affairs","1968","23,366"
"13","Economic affairs","1969","26,133"
"13","Economic affairs","1970","27,989"
"13","Economic affairs","1971","30,804"
"13","Economic affairs","1972","34,544"
"13","Economic affairs","1973","34,948"
"13","Economic affairs","1974","37,295"
"13","Economic affairs","1975","43,910"
"13","Economic affairs","1976","46,184"
"13","Economic affairs","1977","51,216"
"13","Economic affairs","1978","58,929"
"13","Economic affairs","1979","62,130"
"13","Economic affairs","1980","71,645"
"13","Economic affairs","1981","81,406"
"13","Economic affairs","1982","86,748"
"13","Economic affairs","1983","98,080"
"13","Economic affairs","1984","96,572"
"13","Economic affairs","1985","103,769"
"13","Economic affairs","1986","113,835"
"13","Economic affairs","1987","117,852"
"13","Economic affairs","1988","112,765"
"13","Economic affairs","1989","119,054"
"13","Economic affairs","1990","125,725"
"13","Economic affairs","1991","129,619"
"13","Economic affairs","1992","139,141"
"13","Economic affairs","1993","147,173"
"13","Economic affairs","1994","147,851"
"13","Economic affairs","1995","151,654"
"13","Economic affairs","1996","154,952"
"13","Economic affairs","1997","162,771"
"13","Economic affairs","1998","167,896"
"13","Economic affairs","1999","187,417"
"13","Economic affairs","2000","201,259"
"13","Economic affairs","2001","221,804"
"13","Economic affairs","2002","218,803"
"13","Economic affairs","2003","231,409"
"13","Economic affairs","2004","235,952"
"13","Economic affairs","2005","255,799"
"13","Economic affairs","2006","261,641"
"13","Economic affairs","2007","275,689"
"13","Economic affairs","2008","291,614"
"13","Economic affairs","2009","305,152"
"13","Economic affairs","2010","315,325"
"13","Economic affairs","2011","306,425"
"13","Economic affairs","2012","311,491"
"13","Economic affairs","2013","313,783"
"13","Economic affairs","2014","314,754"
"13","Economic affairs","2015","320,320"
"13","Economic affairs","2016","325,583"
"13","Economic affairs","2017","331,900"
