"LineNumber","LineDescription","TimePeriod","DataValue"
"2","Compensation of employees","2015","9,699,419"
"2","Compensation of employees","2016","9,966,108"
"2","Compensation of employees","2017","10,424,372"
"2","Compensation of employees","2018","10,957,404"
"2","Compensation of employees","2019","11,446,611"
"2","Compensation of employees","2020","11,598,138"
"2","Compensation of employees","2021","12,558,374"
"2","Compensation of employees","2022","13,443,377"
"2","Compensation of employees","2023","14,207,393"
"2","Compensation of employees","2024","15,027,059"
"2","Compensation of employees","2025","15,745,135"
"3","Wages and salaries","1929","50,460"
"3","Wages and salaries","1930","46,214"
"3","Wages and salaries","1931","39,157"
"3","Wages and salaries","1932","30,514"
"3","Wages and salaries","1933","29,027"
"3","Wages and salaries","1934","33,734"
"3","Wages and salaries","1935","36,722"
"3","Wages and salaries","1936","41,954"
"3","Wages and salaries","1937","46,139"
"3","Wages and salaries","1938","43,013"
"3","Wages and salaries","1939","45,985"
"3","Wages and salaries","1940","49,860"
"3","Wages and salaries","1941","62,085"
"3","Wages and salaries","1942","82,098"
"3","Wages and salaries","1943","105,786"
"3","Wages and salaries","1944","116,749"
"3","Wages and salaries","1945","117,493"
"3","Wages and salaries","1946","112,005"
"3","Wages and salaries","1947","123,097"
"3","Wages and salaries","1948","135,550"
"3","Wages and salaries","1949","134,733"
"3","Wages and salaries","1950","147,253"
"3","Wages and salaries","1951","171,607"
"3","Wages and salaries","1952","185,636"
"3","Wages and salaries","1953","198,989"
"3","Wages and salaries","1954","197,263"
"3","Wages and salaries","1955","212,151"
"3","Wages and salaries","1956","229,026"
"3","Wages and salaries","1957","239,951"
"3","Wages and salaries","1958","241,317"
"3","Wages and salaries","1959","259,842"
"3","Wages and salaries","1960","272,855"
"3","Wages and salaries","1961","280,519"
"3","Wages and salaries","1962","299,358"
"3","Wages and salaries","1963","314,851"
"3","Wages and salaries","1964","337,788"
"3","Wages and salaries","1965","363,757"
"3","Wages and salaries","1966","400,321"
"3","Wages and salaries","1967","429,009"
"3","Wages and salaries","1968","471,972"
"3","Wages and salaries","1969","518,333"
"3","Wages and salaries","1970","551,560"
"3","Wages and salaries","1971","584,549"
"3","Wages and salaries","1972","638,785"
"3","Wages and salaries","1973","708,762"
"3","Wages and salaries","1974","772,282"
"3","Wages and salaries","1975","814,838"
"3","Wages and salaries","1976","899,745"
"3","Wages and salaries","1977","994,158"
"3","Wages and salaries","1978","1,120,570"
"3","Wages and salaries","1979","1,253,314"
"3","Wages and salaries","1980","1,373,422"
"3","Wages and salaries","1981","1,511,373"
"3","Wages and salaries","1982","1,587,517"
"3","Wages and salaries","1983","1,677,513"
"3","Wages and salaries","1984","1,844,915"
"3","Wages and salaries","1985","1,982,550"
"3","Wages and salaries","1986","2,102,335"
"3","Wages and salaries","1987","2,256,267"
"3","Wages and salaries","1988","2,439,782"
"3","Wages and salaries","1989","2,583,051"
"3","Wages and salaries","1990","2,741,199"
"3","Wages and salaries","1991","2,814,478"
"3","Wages and salaries","1992","2,965,541"
"3","Wages and salaries","1993","3,079,340"
"3","Wages and salaries","1994","3,236,589"
"3","Wages and salaries","1995","3,418,022"
"3","Wages and salaries","1996","3,616,469"
"3","Wages and salaries","1997","3,876,844"
"3","Wages and salaries","1998","4,181,616"
"3","Wages and salaries","1999","4,457,926"
"3","Wages and salaries","2000","4,824,946"
"3","Wages and salaries","2001","4,953,635"
"3","Wages and salaries","2002","4,995,843"
"3","Wages and salaries","2003","5,138,269"
"3","Wages and salaries","2004","5,421,014"
"3","Wages and salaries","2005","5,691,379"
"3","Wages and salaries","2006","6,056,739"
"3","Wages and salaries","2007","6,396,392"
"3","Wages and salaries","2008","6,534,095"
"3","Wages and salaries","2009","6,249,110"
"3","Wages and salaries","2010","6,372,510"
"3","Wages and salaries","2011","6,626,182"
"3","Wages and salaries","2012","6,928,124"
"3","Wages and salaries","2013","7,113,994"
"3","Wages and salaries","2014","7,476,332"
"3","Wages and salaries","2015","7,859,482"
"3","Wages and salaries","2016","8,091,239"
"3","Wages and salaries","2017","8,474,410"
"3","Wages and salaries","2018","8,899,824"
"3","Wages and salaries","2019","9,325,144"
"3","Wages and salaries","2020","9,465,343"
"3","Wages and salaries","2021","10,314,974"
"3","Wages and salaries","2022","11,122,769"
"3","Wages and salaries","2023","11,732,410"
"3","Wages and salaries","2024","12,387,929"
"3","Wages and salaries","2025","12,975,712"
"4","Private industries","1929","45,499"
"4","Private industries","1930","41,035"
"4","Private industries","1931","33,873"
"4","Private industries","1932","25,522"
"4","Private industries","1933","23,864"
"4","Private industries","1934","27,637"
"4","Private industries","1935","30,195"
"4","Private industries","1936","34,059"
"4","Private industries","1937","38,615"
"4","Private industries","1938","34,755"
"4","Private industries","1939","37,744"
"4","Private industries","1940","41,396"
"4","Private industries","1941","51,895"
"4","Private industries","1942","66,122"
"4","Private industries","1943","79,169"
"4","Private industries","1944","83,781"
"4","Private industries","1945","82,591"
"4","Private industries","1946","91,305"
"4","Private industries","1947","105,584"
"4","Private industries","1948","116,530"
"4","Private industries","1949","113,906"
"4","Private industries","1950","124,620"
"4","Private industries","1951","142,378"
"4","Private industries","1952","152,258"
"4","Private industries","1953","164,651"
"4","Private industries","1954","162,358"
"4","Private industries","1955","175,555"
"4","Private industries","1956","190,224"
"4","Private industries","1957","198,938"
"4","Private industries","1958","197,195"
"4","Private industries","1959","213,788"
"4","Private industries","1960","223,673"
"4","Private industries","1961","228,048"
"4","Private industries","1962","243,011"
"4","Private industries","1963","254,825"
"4","Private industries","1964","272,863"
"4","Private industries","1965","293,847"
"4","Private industries","1966","321,932"
"4","Private industries","1967","342,526"
"4","Private industries","1968","375,283"
"4","Private industries","1969","412,733"
"4","Private industries","1970","434,328"
"4","Private industries","1971","457,769"
"4","Private industries","1972","500,898"
"4","Private industries","1973","559,963"
"4","Private industries","1974","611,770"
"4","Private industries","1975","638,598"
"4","Private industries","1976","710,839"
"4","Private industries","1977","791,570"
"4","Private industries","1978","900,552"
"4","Private industries","1979","1,016,178"
"4","Private industries","1980","1,111,961"
"4","Private industries","1981","1,225,524"
"4","Private industries","1982","1,279,980"
"4","Private industries","1983","1,352,718"
"4","Private industries","1984","1,496,777"
"4","Private industries","1985","1,608,687"
"4","Private industries","1986","1,705,115"
"4","Private industries","1987","1,833,150"
"4","Private industries","1988","1,987,745"
"4","Private industries","1989","2,101,945"
"4","Private industries","1990","2,222,150"
"4","Private industries","1991","2,265,713"
"4","Private industries","1992","2,393,540"
"4","Private industries","1993","2,490,330"
"4","Private industries","1994","2,627,093"
"4","Private industries","1995","2,788,996"
"4","Private industries","1996","2,968,375"
"4","Private industries","1997","3,204,957"
"4","Private industries","1998","3,480,303"
"4","Private industries","1999","3,724,160"
"4","Private industries","2000","4,045,159"
"4","Private industries","2001","4,131,637"
"4","Private industries","2002","4,122,977"
"4","Private industries","2003","4,224,317"
"4","Private industries","2004","4,468,675"
"4","Private industries","2005","4,700,059"
"4","Private industries","2006","5,022,214"
"4","Private industries","2007","5,307,847"
"4","Private industries","2008","5,390,244"
"4","Private industries","2009","5,073,887"
"4","Private industries","2010","5,181,336"
"4","Private industries","2011","5,431,331"
"4","Private industries","2012","5,729,815"
"4","Private industries","2013","5,905,988"
"4","Private industries","2014","6,239,431"
"4","Private industries","2015","6,583,727"
"4","Private industries","2016","6,783,210"
"4","Private industries","2017","7,126,207"
"4","Private industries","2018","7,497,950"
"4","Private industries","2019","7,874,807"
"4","Private industries","2020","7,971,087"
"4","Private industries","2021","8,770,619"
"4","Private industries","2022","9,501,504"
"4","Private industries","2023","10,000,506"
"4","Private industries","2024","10,538,817"
"4","Private industries","2025","11,045,490"
"5","Government","1929","4,961"
"5","Government","1930","5,179"
"5","Government","1931","5,284"
"5","Government","1932","4,992"
"5","Government","1933","5,163"
"5","Government","1934","6,097"
"5","Government","1935","6,527"
"5","Government","1936","7,895"
"5","Government","1937","7,524"
"5","Government","1938","8,258"
"5","Government","1939","8,241"
"5","Government","1940","8,464"
"5","Government","1941","10,190"
"5","Government","1942","15,976"
"5","Government","1943","26,617"
"5","Government","1944","32,968"
"5","Government","1945","34,902"
"5","Government","1946","20,700"
"5","Government","1947","17,513"
"5","Government","1948","19,020"
"5","Government","1949","20,827"
"5","Government","1950","22,633"
"5","Government","1951","29,229"
"5","Government","1952","33,378"
"5","Government","1953","34,338"
"5","Government","1954","34,905"
"5","Government","1955","36,596"
"5","Government","1956","38,802"
"5","Government","1957","41,013"
"5","Government","1958","44,122"
"5","Government","1959","46,054"
"5","Government","1960","49,182"
"5","Government","1961","52,471"
"5","Government","1962","56,347"
"5","Government","1963","60,026"
"5","Government","1964","64,925"
"5","Government","1965","69,910"
"5","Government","1966","78,389"
"5","Government","1967","86,483"
"5","Government","1968","96,689"
"5","Government","1969","105,600"
"5","Government","1970","117,232"
"5","Government","1971","126,780"
"5","Government","1972","137,887"
"5","Government","1973","148,799"
"5","Government","1974","160,512"
"5","Government","1975","176,240"
"5","Government","1976","188,906"
"5","Government","1977","202,588"
"5","Government","1978","220,018"
"5","Government","1979","237,136"
"5","Government","1980","261,461"
"5","Government","1981","285,849"
"5","Government","1982","307,537"
"5","Government","1983","324,795"
"5","Government","1984","348,138"
"5","Government","1985","373,863"
"5","Government","1986","397,220"
"5","Government","1987","423,117"
"5","Government","1988","452,037"
"5","Government","1989","481,106"
"5","Government","1990","519,049"
"5","Government","1991","548,765"
"5","Government","1992","572,001"
"5","Government","1993","589,010"
"5","Government","1994","609,496"
"5","Government","1995","629,026"
"5","Government","1996","648,094"
"5","Government","1997","671,887"
"5","Government","1998","701,313"
"5","Government","1999","733,766"
"5","Government","2000","779,787"
"5","Government","2001","821,998"
"5","Government","2002","872,866"
"5","Government","2003","913,952"
"5","Government","2004","952,339"
"5","Government","2005","991,320"
"5","Government","2006","1,034,524"
"5","Government","2007","1,088,544"
"5","Government","2008","1,143,851"
"5","Government","2009","1,175,223"
"5","Government","2010","1,191,174"
"5","Government","2011","1,194,851"
"5","Government","2012","1,198,309"
"5","Government","2013","1,208,006"
"5","Government","2014","1,236,901"
"5","Government","2015","1,275,756"
"5","Government","2016","1,308,029"
"5","Government","2017","1,348,203"
"5","Government","2018","1,401,874"
"5","Government","2019","1,450,337"
"5","Government","2020","1,494,256"
"5","Government","2021","1,544,355"
"5","Government","2022","1,621,265"
"5","Government","2023","1,731,904"
"5","Government","2024","1,849,112"
"5","Government","2025","1,930,222"
"6","Supplements to wages and salaries","1929","948"
"6","Supplements to wages and salaries","1930","953"
"6","Supplements to wages and salaries","1931","914"
"6","Supplements to wages and salaries","1932","825"
"6","Supplements to wages and salaries","1933","760"
"6","Supplements to wages and salaries","1934","819"
"6","Supplements to wages and salaries","1935","945"
"6","Supplements to wages and salaries","1936","1,335"
"6","Supplements to wages and salaries","1937","2,171"
"6","Supplements to wages and salaries","1938","2,399"
"6","Supplements to wages and salaries","1939","2,568"
"6","Supplements to wages and salaries","1940","2,889"
"6","Supplements to wages and salaries","1941","4,102"
"6","Supplements to wages and salaries","1942","5,938"
"6","Supplements to wages and salaries","1943","6,912"
"6","Supplements to wages and salaries","1944","7,572"
"6","Supplements to wages and salaries","1945","8,811"
"6","Supplements to wages and salaries","1946","10,480"
"6","Supplements to wages and salaries","1947","9,264"
"6","Supplements to wages and salaries","1948","8,763"
"6","Supplements to wages and salaries","1949","9,601"
"6","Supplements to wages and salaries","1950","11,016"
"6","Supplements to wages and salaries","1951","14,098"
"6","Supplements to wages and salaries","1952","15,452"
"6","Supplements to wages and salaries","1953","16,256"
"6","Supplements to wages and salaries","1954","16,876"
"6","Supplements to wages and salaries","1955","18,420"
"6","Supplements to wages and salaries","1956","20,249"
"6","Supplements to wages and salaries","1957","22,625"
"6","Supplements to wages and salaries","1958","23,353"
"6","Supplements to wages and salaries","1959","25,987"
"6","Supplements to wages and salaries","1960","28,428"
"6","Supplements to wages and salaries","1961","29,903"
"6","Supplements to wages and salaries","1962","32,844"
"6","Supplements to wages and salaries","1963","35,557"
"6","Supplements to wages and salaries","1964","38,187"
"6","Supplements to wages and salaries","1965","41,658"
"6","Supplements to wages and salaries","1966","48,928"
"6","Supplements to wages and salaries","1967","52,781"
"6","Supplements to wages and salaries","1968","58,779"
"6","Supplements to wages and salaries","1969","66,125"
"6","Supplements to wages and salaries","1970","71,787"
"6","Supplements to wages and salaries","1971","80,446"
"6","Supplements to wages and salaries","1972","92,548"
"6","Supplements to wages and salaries","1973","103,921"
"6","Supplements to wages and salaries","1974","115,433"
"6","Supplements to wages and salaries","1975","132,392"
"6","Supplements to wages and salaries","1976","148,602"
"6","Supplements to wages and salaries","1977","171,667"
"6","Supplements to wages and salaries","1978","196,195"
"6","Supplements to wages and salaries","1979","223,917"
"6","Supplements to wages and salaries","1980","248,826"
"6","Supplements to wages and salaries","1981","281,152"
"6","Supplements to wages and salaries","1982","305,465"
"6","Supplements to wages and salaries","1983","334,976"
"6","Supplements to wages and salaries","1984","370,957"
"6","Supplements to wages and salaries","1985","404,774"
"6","Supplements to wages and salaries","1986","439,729"
"6","Supplements to wages and salaries","1987","466,139"
"6","Supplements to wages and salaries","1988","508,205"
"6","Supplements to wages and salaries","1989","556,550"
"6","Supplements to wages and salaries","1990","599,175"
"6","Supplements to wages and salaries","1991","636,038"
"6","Supplements to wages and salaries","1992","702,705"
"6","Supplements to wages and salaries","1993","737,949"
"6","Supplements to wages and salaries","1994","769,603"
"6","Supplements to wages and salaries","1995","780,066"
"6","Supplements to wages and salaries","1996","800,473"
"6","Supplements to wages and salaries","1997","831,974"
"6","Supplements to wages and salaries","1998","889,522"
"6","Supplements to wages and salaries","1999","944,757"
"6","Supplements to wages and salaries","2000","1,022,200"
"6","Supplements to wages and salaries","2001","1,084,714"
"6","Supplements to wages and salaries","2002","1,139,272"
"6","Supplements to wages and salaries","2003","1,215,337"
"6","Supplements to wages and salaries","2004","1,298,474"
"6","Supplements to wages and salaries","2005","1,374,728"
"6","Supplements to wages and salaries","2006","1,422,938"
"6","Supplements to wages and salaries","2007","1,482,083"
"6","Supplements to wages and salaries","2008","1,522,730"
"6","Supplements to wages and salaries","2009","1,509,910"
"6","Supplements to wages and salaries","2010","1,552,859"
"6","Supplements to wages and salaries","2011","1,599,993"
"6","Supplements to wages and salaries","2012","1,639,238"
"6","Supplements to wages and salaries","2013","1,721,044"
"6","Supplements to wages and salaries","2014","1,773,876"
"6","Supplements to wages and salaries","2015","1,839,937"
"6","Supplements to wages and salaries","2016","1,874,870"
"6","Supplements to wages and salaries","2017","1,949,962"
"6","Supplements to wages and salaries","2018","2,057,580"
"6","Supplements to wages and salaries","2019","2,121,468"
"6","Supplements to wages and salaries","2020","2,132,796"
"6","Supplements to wages and salaries","2021","2,243,400"
"6","Supplements to wages and salaries","2022","2,320,608"
"6","Supplements to wages and salaries","2023","2,474,983"
"6","Supplements to wages and salaries","2024","2,639,130"
"6","Supplements to wages and salaries","2025","2,769,423"
"7","Employer contributions for employee pension and insurance funds","1929","940"
"7","Employer contributions for employee pension and insurance funds","1930","946"
"7","Employer contributions for employee pension and insurance funds","1931","909"
"7","Employer contributions for employee pension and insurance funds","1932","817"
"7","Employer contributions for employee pension and insurance funds","1933","756"
"7","Employer contributions for employee pension and insurance funds","1934","812"
"7","Employer contributions for employee pension and insurance funds","1935","933"
"7","Employer contributions for employee pension and insurance funds","1936","1,093"
"7","Employer contributions for employee pension and insurance funds","1937","1,141"
"7","Employer contributions for employee pension and insurance funds","1938","1,200"
"7","Employer contributions for employee pension and insurance funds","1939","1,264"
"7","Employer contributions for employee pension and insurance funds","1940","1,513"
"7","Employer contributions for employee pension and insurance funds","1941","2,386"
"7","Employer contributions for employee pension and insurance funds","1942","3,930"
"7","Employer contributions for employee pension and insurance funds","1943","4,584"
"7","Employer contributions for employee pension and insurance funds","1944","5,035"
"7","Employer contributions for employee pension and insurance funds","1945","5,348"
"7","Employer contributions for employee pension and insurance funds","1946","5,414"
"7","Employer contributions for employee pension and insurance funds","1947","5,333"
"7","Employer contributions for employee pension and insurance funds","1948","5,759"
"7","Employer contributions for employee pension and insurance funds","1949","6,251"
"7","Employer contributions for employee pension and insurance funds","1950","7,642"
"7","Employer contributions for employee pension and insurance funds","1951","10,003"
"7","Employer contributions for employee pension and insurance funds","1952","11,309"
"7","Employer contributions for employee pension and insurance funds","1953","12,047"
"7","Employer contributions for employee pension and insurance funds","1954","12,264"
"7","Employer contributions for employee pension and insurance funds","1955","13,245"
"7","Employer contributions for employee pension and insurance funds","1956","14,581"
"7","Employer contributions for employee pension and insurance funds","1957","16,257"
"7","Employer contributions for employee pension and insurance funds","1958","17,005"
"7","Employer contributions for employee pension and insurance funds","1959","18,132"
"7","Employer contributions for employee pension and insurance funds","1960","19,177"
"7","Employer contributions for employee pension and insurance funds","1961","20,292"
"7","Employer contributions for employee pension and insurance funds","1962","21,662"
"7","Employer contributions for employee pension and insurance funds","1963","23,152"
"7","Employer contributions for employee pension and insurance funds","1964","25,556"
"7","Employer contributions for employee pension and insurance funds","1965","28,565"
"7","Employer contributions for employee pension and insurance funds","1966","32,082"
"7","Employer contributions for employee pension and insurance funds","1967","34,762"
"7","Employer contributions for employee pension and insurance funds","1968","38,829"
"7","Employer contributions for employee pension and insurance funds","1969","43,372"
"7","Employer contributions for employee pension and insurance funds","1970","47,948"
"7","Employer contributions for employee pension and insurance funds","1971","54,000"
"7","Employer contributions for employee pension and insurance funds","1972","61,392"
"7","Employer contributions for employee pension and insurance funds","1973","64,138"
"7","Employer contributions for employee pension and insurance funds","1974","70,738"
"7","Employer contributions for employee pension and insurance funds","1975","85,669"
"7","Employer contributions for employee pension and insurance funds","1976","94,204"
"7","Employer contributions for employee pension and insurance funds","1977","110,563"
"7","Employer contributions for employee pension and insurance funds","1978","124,667"
"7","Employer contributions for employee pension and insurance funds","1979","141,330"
"7","Employer contributions for employee pension and insurance funds","1980","159,886"
"7","Employer contributions for employee pension and insurance funds","1981","177,542"
"7","Employer contributions for employee pension and insurance funds","1982","195,696"
"7","Employer contributions for employee pension and insurance funds","1983","215,093"
"7","Employer contributions for employee pension and insurance funds","1984","231,919"
"7","Employer contributions for employee pension and insurance funds","1985","257,041"
"7","Employer contributions for employee pension and insurance funds","1986","281,859"
"7","Employer contributions for employee pension and insurance funds","1987","299,878"
"7","Employer contributions for employee pension and insurance funds","1988","323,572"
"7","Employer contributions for employee pension and insurance funds","1989","362,877"
"7","Employer contributions for employee pension and insurance funds","1990","392,723"
"7","Employer contributions for employee pension and insurance funds","1991","420,906"
"7","Employer contributions for employee pension and insurance funds","1992","474,307"
"7","Employer contributions for employee pension and insurance funds","1993","498,270"
"7","Employer contributions for employee pension and insurance funds","1994","515,464"
"7","Employer contributions for employee pension and insurance funds","1995","515,946"
"7","Employer contributions for employee pension and insurance funds","1996","525,668"
"7","Employer contributions for employee pension and insurance funds","1997","542,381"
"7","Employer contributions for employee pension and insurance funds","1998","582,285"
"7","Employer contributions for employee pension and insurance funds","1999","621,418"
"7","Employer contributions for employee pension and insurance funds","2000","676,980"
"7","Employer contributions for employee pension and insurance funds","2001","726,727"
"7","Employer contributions for employee pension and insurance funds","2002","773,229"
"7","Employer contributions for employee pension and insurance funds","2003","832,793"
"7","Employer contributions for employee pension and insurance funds","2004","889,722"
"7","Employer contributions for employee pension and insurance funds","2005","946,666"
"7","Employer contributions for employee pension and insurance funds","2006","975,632"
"7","Employer contributions for employee pension and insurance funds","2007","1,020,414"
"7","Employer contributions for employee pension and insurance funds","2008","1,051,324"
"7","Employer contributions for employee pension and insurance funds","2009","1,051,812"
"7","Employer contributions for employee pension and insurance funds","2010","1,083,859"
"7","Employer contributions for employee pension and insurance funds","2011","1,107,251"
"7","Employer contributions for employee pension and insurance funds","2012","1,125,945"
"7","Employer contributions for employee pension and insurance funds","2013","1,194,735"
"7","Employer contributions for employee pension and insurance funds","2014","1,227,455"
"7","Employer contributions for employee pension and insurance funds","2015","1,270,575"
"7","Employer contributions for employee pension and insurance funds","2016","1,293,924"
"7","Employer contributions for employee pension and insurance funds","2017","1,345,306"
"7","Employer contributions for employee pension and insurance funds","2018","1,432,791"
"7","Employer contributions for employee pension and insurance funds","2019","1,470,828"
"7","Employer contributions for employee pension and insurance funds","2020","1,473,987"
"7","Employer contributions for employee pension and insurance funds","2021","1,536,478"
"7","Employer contributions for employee pension and insurance funds","2022","1,554,968"
"7","Employer contributions for employee pension and insurance funds","2023","1,660,118"
"7","Employer contributions for employee pension and insurance funds","2024","1,772,686"
"7","Employer contributions for employee pension and insurance funds","2025","1,859,275"
"8","Employer contributions for government social insurance","1929","8"
"8","Employer contributions for government social insurance","1930","7"
"8","Employer contributions for government social insurance","1931","5"
"8","Employer contributions for government social insurance","1932","8"
"8","Employer contributions for government social insurance","1933","4"
"8","Employer contributions for government social insurance","1934","7"
"8","Employer contributions for government social insurance","1935","12"
"8","Employer contributions for government social insurance","1936","242"
"8","Employer contributions for government social insurance","1937","1,030"
"8","Employer contributions for government social insurance","1938","1,199"
"8","Employer contributions for government social insurance","1939","1,304"
