series,subseries,year,source_type,source_table,source_line_or_column,citation,provenance_class_raw,workpackage,note
S512,S512-A,1983,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1984,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1985,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1986,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1987,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1988,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1989,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,1990,BEA,data/source/bea_sic/GDPbyInd_partitionA_SIC_1987_1997.csv,comp_prod / NIPA T20100 total comp,"real SIC fill (R3), de-spliced (R1)",SIC,WP-A,"real SIC fill (R3), de-spliced (R1)"
S512,S512-EXT,1997,BEA,data/source/bea_sic/...,comp_prod / T20100,real SIC,SIC,WP-A,real SIC
S512,S512-EXT,1998,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,1998,BEA,BEA NIPA 6.2D,"lines [5,7,11,12,13,43] / line 1",de-spliced raw (was 0.315 spliced); SIC->NAICS break flagged (DIV-010),NAICS,WP-A,de-spliced raw (was 0.315 spliced); SIC->NAICS break flagged (DIV-010)
S512,S512-EXT,1999,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2000,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2001,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2002,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2003,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2004,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2005,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2006,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2007,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2008,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2009,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2010,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2011,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2012,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2013,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2014,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2015,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2016,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2017,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2018,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2019,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2020,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2021,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2022,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2023,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2024,BEA,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-EXT,2024,BEA,BEA NIPA 6.2D,"lines [5,7,11,12,13,43] / line 1",honest declining productive wage share,NAICS,WP-A,honest declining productive wage share
S512,S512-EXT-SPLICED-DEPRECATED,1998,BEA,BEA NIPA 6.2D x splice-scale 1.17,raw share x proj_1998/nipa_1998,old curve-fit; retained per DIV-A11,NAICS,WP-A,old curve-fit; retained per DIV-A11
S512,S512-INTERP,1990,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-INTERP,1991,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-INTERP,1992,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-INTERP,1993,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-INTERP,1994,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-INTERP,1995,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-INTERP,1996,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-INTERP,1997,BEA,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated,S506_STEP_TABLE,Productive Wage Share V*/W
S513,S513-EXT,2024,pipeline,S505-COMBINED/(S517-COMBINED+S504-COMBINED),stock-form r* with de-spliced V*,changed from 0.1604 (pre-review) via honest de-splice cascade; old refval was tautological,NAICS,WP-A,changed from 0.1604 (pre-review) via honest de-splice cascade; old refval was tautological
S515,S515-A,1948,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1949,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1950,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1951,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1952,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1953,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1954,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1955,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1956,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1957,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1958,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1959,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1960,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1961,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1962,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1963,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1964,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1965,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1966,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1967,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1968,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1969,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1970,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1971,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1972,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1973,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1974,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1975,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1976,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1977,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1978,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1979,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1980,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1981,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1982,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1983,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1984,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1985,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1986,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1987,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1988,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-A,1989,book,Book Table 5.7/H.1 productive employment,Lp,Book Table 5.7/H.1 productive employment,book,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1990,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1991,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1992,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1993,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1994,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1995,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1996,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1997,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1998,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,1999,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2000,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2001,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2002,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2003,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2004,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2005,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2006,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2007,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2008,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2009,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2010,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2011,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2012,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2013,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2014,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2015,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2016,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2017,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2018,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2019,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2020,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2021,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2022,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2023,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S515,S515-EXT,2024,BLS,BLS CES productive employment,Lp,BLS CES productive employment,raw-source,S506_STEP_TABLE,Productive Employment Lp
S516,S516-A,1948,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1949,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1950,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1951,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1952,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1953,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1954,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1955,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1956,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1957,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1958,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1959,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1960,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1961,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1962,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1963,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1964,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1965,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1966,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1967,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1968,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1969,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1970,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1971,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1972,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1973,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1974,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1975,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1976,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
S516,S516-A,1977,book,Book Table H.1 unproductive employment,Lu = L - Lp,Book Table H.1 unproductive employment,book,S506_STEP_TABLE,Unproductive Employment Lu
