,"Capacity-Adjusted Profit Rate (r*' = r*/u, DIVIDE; stock-form primary) — S&T 1994; rate; period=[1948, 1989]; series_status=validated_book_and_extension","Capacity-Adjusted Profit Rate (r*' = r*/u, DIVIDE; stock-form primary) — ; rate; period=[1967, 1989]; series_status=validated_book_and_extension","Capacity-Adjusted Profit Rate (r*' = r*/u, DIVIDE; stock-form primary) — ; rate; period=[1948, 2024]; series_status=validated_book_and_extension","Capacity-Adjusted Profit Rate (r*' = r*/u, DIVIDE; stock-form primary) — FRED TCU; rate; period=[1990, 2025]; series_status=validated_book_and_extension","Capacity-Adjusted Profit Rate (r*' = r*/u, DIVIDE; stock-form primary) — Derived: S513-FLOW × TCU/100; rate; period=[1967, 2024]; series_status=validated_book_and_extension","Capacity-Adjusted Profit Rate (r*' = r*/u, DIVIDE; stock-form primary) — S&T 1994 Table 5.8 (r*'=r*/u, gross r*); rate; period=[1948, 1989]; series_status=validated_book_and_extension"
1963,0.4613367660034514,nan,0.4613367660034514,nan,nan,0.4510016025641024
1964,0.4550925498001382,nan,0.4550925498001382,nan,nan,0.4493620252478
1965,0.4346756167733375,nan,0.4346756167733375,nan,nan,0.432329962983799
1966,0.421608888300528,nan,0.421608888300528,nan,nan,0.4203333385389011
1967,0.422081023858585,0.3635258500429907,0.422081023858585,nan,0.728559737739475,0.419935863668709
1968,0.4173725147562783,0.3609229447413689,0.4173725147562783,nan,0.7227529655585402,0.4146496146496146
1969,0.4017652452607589,0.3477757784905136,0.4017652452607589,nan,0.7066880107197617,0.4005762829292241
1970,0.4249258046042693,0.3108466962160289,0.4249258046042693,nan,0.7719031663740195,0.4186887451645948
1971,0.4339236459604247,0.3041854746186592,0.4339236459604247,nan,0.8035128186436683,0.4240841715042728
1972,0.4062003255777544,0.3199797692162394,0.4062003255777544,nan,0.7342731536491909,0.3997250103801774
1973,0.3882369851850816,0.329186077620513,0.3882369851850816,nan,0.6746537947179896,0.3864039495610644
1974,0.3772011071997549,0.2886671414456895,0.3772011071997549,nan,0.6907168699825965,0.362248008974162
1975,0.4400031395301403,0.2631468960175376,0.4400031395301403,nan,0.798369791156025,0.4123280876455182
1976,0.4260262057170006,0.2820401820310658,0.4260262057170006,nan,0.7375046840129943,0.3996346932512301
1977,0.4083976677583452,0.2961741747344464,0.4083976677583452,nan,0.6900272000812439,0.382657756721762
1978,0.3966045412878084,0.3003673705799694,0.3966045412878084,nan,0.6720768013173983,0.3634792465545868
1979,0.3801782358278885,0.2874837030142982,0.3801782358278885,nan,0.6670724207386534,0.3580018019225471
1980,0.3818268882980279,0.2621205696438461,0.3818268882980279,nan,0.7080659143573559,0.3552191250540344
1981,0.3915056259803658,0.2617746774318827,0.3915056259803658,nan,0.7351653492189895,0.3608373414594683
1982,0.4166614715245375,0.236274441512936,0.4166614715245375,nan,0.8072303142166534,0.3822781533049146
1983,0.3977452546739971,0.250480615064496,0.3977452546739971,nan,0.809248384863314,0.3644456382978805
1984,0.3955924692126685,0.283484894326389,0.3955924692126685,nan,0.7619331514059144,0.3671045548278699
1985,0.4028065990459674,0.2842174723319154,0.4028065990459674,nan,0.7943325624234238,0.3784187581830618
1986,0.4278557925460974,0.2856442499008301,0.4278557925460974,nan,0.834570272406301,0.4003156363359909
1987,0.422122017549192,0.2979321159225531,0.422122017549192,nan,0.816565883745027,0.3949976396110434
1988,0.4101506249157255,0.3108335534237574,0.4101506249157255,nan,0.7657491255489522,0.3873911451442171
1989,0.4182944743188382,0.3117627900242289,0.4182944743188382,nan,0.7837212015131731,0.3942937435944095
1990,nan,nan,0.2545239621782305,0.2545239621782305,0.464994592247802,nan
1991,nan,nan,0.2590142044420142,0.2590142044420142,0.4744180672365246,nan
1992,nan,nan,0.2594549371171353,0.2594549371171353,0.4788620574070779,nan
1993,nan,nan,0.2575701988126223,0.2575701988126223,0.4839554224164071,nan
1994,nan,nan,0.2604388496788732,0.2604388496788732,0.5003136556218815,nan
1995,nan,nan,0.2589773488280688,0.2589773488280688,0.5098001887748875,nan
1996,nan,nan,0.2675857869455614,0.2675857869455614,0.5375089224738688,nan
1997,nan,nan,0.2115496255976011,0.2115496255976011,0.4351025887422955,nan
1998,nan,nan,0.2353929656537501,0.2353929656537501,0.5107425490474619,nan
1999,nan,nan,0.2332062332024128,0.2332062332024128,0.5093001807560446,nan
2000,nan,nan,0.2311391911654992,0.2311391911654992,0.502932979022985,nan
2001,nan,nan,0.2356018085664341,0.2356018085664341,0.5470666003907639,nan
2002,nan,nan,0.236795342516354,0.236795342516354,0.5830250408008254,nan
2003,nan,nan,0.2450367334963822,0.2450367334963822,0.603410520549368,nan
2004,nan,nan,0.2413148692014937,0.2413148692014937,0.5922998218931916,nan
2005,nan,nan,0.235409210231201,0.235409210231201,0.5678801361677024,nan
2006,nan,nan,0.2344434490809619,0.2344434490809619,0.5796363937506632,nan
2007,nan,nan,0.2292954898464945,0.2292954898464945,0.5649644056540338,nan
2008,nan,nan,0.2254441072050095,0.2254441072050095,0.566662909513546,nan
2009,nan,nan,0.2500640031288076,0.2500640031288076,0.7577571080303084,nan
2010,nan,nan,0.2440550966021886,0.2440550966021886,0.6796549448227914,nan
2011,nan,nan,0.2367680405887979,0.2367680405887979,0.6173859721946785,nan
2012,nan,nan,0.2335496175988593,0.2335496175988593,0.6032442444176603,nan
2013,nan,nan,0.237078231310455,0.237078231310455,0.613342808763505,nan
2014,nan,nan,0.2298733014214548,0.2298733014214548,0.5948778651225038,nan
2015,nan,nan,0.2311649351973324,0.2311649351973324,0.6394475522189885,nan
2016,nan,nan,0.2294273865354032,0.2294273865354032,0.6612299791297049,nan
2017,nan,nan,0.2291453116625567,0.2291453116625567,0.6531784889733858,nan
2018,nan,nan,0.2227652183841195,0.2227652183841195,0.6207982456295404,nan
2019,nan,nan,0.22118265538454,0.22118265538454,0.6457584768055189,nan
2020,nan,nan,0.2258261458526373,0.2258261458526373,0.7233713154342939,nan
2021,nan,nan,0.2259499722744766,0.2259499722744766,0.6755029588765633,nan
2022,nan,nan,0.2265714293934493,0.2265714293934493,0.660010598594947,nan
2023,nan,nan,0.2316980220851732,0.2316980220851732,0.7156502264523219,nan
2024,nan,nan,0.2325815551353715,0.2325815551353715,0.732524818206113,nan
