year,sector,log_labor_value,log_market_price,labor_value,market_price
1958,Ordnance & accessories,11.919650021116349,17.336325912976687,150189.03622135494,33811986.0
1958,Meat products,10.273880137053055,15.693707781358508,28966.061688731526,6541701.000000004
1958,Dairy products,9.485983182710592,14.929467184495795,13173.77226974848,3046388.0
1958,Canned & frozen foods,12.22074187590957,17.69779578633584,202955.4703154728,48535002.00000001
1958,Grain mill products,9.519785930116404,14.943740546815786,13626.693836998811,3090182.0
1958,Bakery products,10.430567110844335,15.908476974788874,33879.55827809384,8108934.000000003
1958,Sugar,8.81430655753797,14.452123365224582,6729.839389788088,1890068.0000000005
1958,Confectionery products,10.534156979008113,15.98803388933952,37577.358445851634,8780412.000000002
1958,Alcoholic beverages,8.906343289781212,14.382532566301748,7378.6301938787865,1763009.0000000002
1958,Soft drinks & flavorings,9.93165434594713,15.560044762928074,20571.34456702581,5723235.000000001
1958,Tobacco manufactures,7.013485622675472,12.56621606733901,1111.5221071448088,286707.0
1958,Fabrics & yarn,8.992764282575383,14.471534104961657,8044.663912253289,1927114.0
1958,"Floor covering, misc textiles",8.157071593676607,13.624419057386145,3487.9574768225125,826057.0
1958,Lumber & wood products,10.079846305153985,15.7400594571306,23857.318513409227,6852056.999999998
1958,Wooden containers,9.065096468964379,14.640472533637926,8648.113372955988,2281794.0
1958,Household furniture,10.23098393003282,15.71445667445642,27749.800502033257,6678852.000000001
1958,Other furniture & fixtures,10.37164088334023,15.821437682071242,31940.84519376754,7432982.0
1958,Paper & paperboard,9.306964512659947,14.765714094784126,11014.463069546755,2586236.000000001
1958,Paper containers & products,9.74322027295499,15.168354386373792,17038.321175327972,3868411.0
1958,Printing & publishing,8.554252990928276,13.991455158457343,5188.775381149362,1192372.0000000002
1958,Basic chemicals,10.952293715755044,16.481967772964143,57084.831693381,14388901.999999996
1958,Synthetic materials,9.612032366214343,15.135907875572808,14943.509930699794,3744908.999999999
1958,"Drugs, cleaning & toilet items",7.850970348979869,13.355064311090436,2568.2251828209455,631002.0000000001
1958,Paints & allied products,8.902106395669856,14.375526265921025,7347.433853523665,1750700.0000000007
1958,Petroleum refining,8.333294059133701,13.797605209695439,4160.098617623013,982253.9999999998
1958,Rubber & plastic products,9.841092038828283,15.18485355307645,18790.224474587143,3932766.000000001
1958,Leather tanning & finishing,10.789623796926383,16.277581104115544,48514.781171984185,11729072.0
1958,Footwear & leather products,10.092792449783062,15.796360842989364,24168.1867400071,7248904.000000001
1958,Glass & glass products,8.702325758540463,14.14646043151146,6016.889789546457,1392290.0000000002
1958,Stone & clay products,9.962820449702104,15.417536670746703,21222.5685719179,4963078.000000001
1958,Primary iron & steel,9.08403148672023,14.548791496263865,8813.425710089667,2081900.0000000007
1958,Primary nonferrous metals,9.660393833019715,15.13520667817946,15683.960313374131,3742284.0
1958,Metal containers,8.625600587597448,14.057647782008152,5572.508483231755,1273969.0000000005
1958,"Heating, plumbing, structural metal",8.816230454093434,14.314129583418943,6742.799367439625,1646446.0000000002
1958,Screw machine products,8.942843298518046,14.360009807432796,7652.9257028029215,1723745.0000000005
1958,Other fabricated metal products,8.014467109034591,13.450747277156573,3024.397294223189,694361.0
1958,Engines & turbines,8.965341168201878,14.408899279780655,7827.051614515808,1810112.0
1958,Farm machinery,8.719160048103483,14.168277174331054,6119.037232031201,1422999.0000000002
1958,Construction & mining machinery,9.148992931243395,14.567161053135113,9404.964162393513,2120497.0000000005
1958,Materials handling equipment,8.070883367550666,13.530891788804375,3199.9272928671126,752301.0000000001
1958,Metalworking machinery,8.356081538453925,13.802837594107272,4255.985135658443,987407.0000000002
1958,Special industry machinery,8.77712312673475,14.21052120816858,6484.196104278089,1484400.0000000002
1958,General industrial machinery,9.31361934498562,14.77905351007337,11088.006913990366,2620965.9999999995
1958,Machine shop products,9.204201089315125,14.629114529841372,9938.795242281209,2256024.0000000005
1958,Office & computing machines,8.572747458028607,14.01919969334969,5285.631910917556,1225917.0000000005
1958,Service industry machines,9.609074466432881,15.030160062936321,14899.373833197596,3369113.0000000005
1958,Electric industrial equipment,8.674147539165995,14.103121127859808,5849.7110109377845,1333238.0000000002
1958,Household appliances,8.23289216328177,13.709764412405239,3762.7003743555497,899652.9999999998
1958,Electric lighting & wiring,11.163284670295857,16.628219528558056,70494.12629013028,16654975.0
1958,"Radio, TV, communication equipment",10.301300750708139,15.72616992041253,29771.318741916613,6757543.0
1958,Electronic components,9.218877716135928,14.667238021727988,10085.738912132852,2343692.0000000005
1958,Misc electrical machinery,9.026882563859457,14.49295001565114,8323.86994971947,1968830.000000001
1958,Motor vehicles & equipment,8.056778609752559,13.562902149995494,3155.109905636465,776772.0
1958,Aircraft & parts,9.472737016458067,15.017114959838004,13000.420947002223,3325448.0
1958,Transportation & warehousing,10.961859264253803,16.41958202904376,57633.49938964482,13518666.999999996
1958,Communications except radio & TV,9.011981554966546,14.137276615449759,8200.755432851796,1379561.9999999998
1958,Radio & TV broadcasting,8.323177587654875,13.402623475015387,4118.225261037326,661737.0000000001
1958,"Electric, gas, water & sanitary services",10.846288144554126,16.15489025039939,51343.21861210918,10374799.000000002
1958,Wholesale trade,11.733025173116419,17.08298010866154,124620.09807824728,26244844.0
1958,Retail trade,10.984889223223306,16.27035663214353,58976.19832209895,11644641.000000002
1958,Finance & insurance,11.293607958558209,16.65534622010575,80306.66988444726,17112953.0
1958,Real estate & rental,9.9936284715618,15.377759373835893,21886.569690876928,4769535.000000001
1958,Hotels & personal services,11.046672688040175,16.39803132236845,62734.86847284619,13230447.0
1958,Business services,10.01124537715115,15.41069294146493,22275.5596622211,4929228.000000001
1958,Eating & drinking places,9.844363326921018,15.22757256337693,18851.793362049168,4104409.999999999
1958,Automobile repair & services,9.38583164161644,14.782827428543078,11918.315834873654,2630876.0000000005
1958,Amusements,10.43668535465894,15.795257999487832,34087.477076337644,7240914.000000002
1958,"Medical, educational services & nonprofit orgs",9.175751576470393,14.655701365834497,9660.025591922486,2316809.0000000005
1958,Federal government enterprises,9.235466340261786,14.594835434765272,10254.44285847561,2180000.0
1958,Gross imports of goods & services,10.310781812915105,15.704294191830535,30054.924785708703,6611322.000000001
1958,"Business travel, entertainment, gifts",8.67034533128184,14.123109221806317,5827.511424078606,1360155.0
1958,Office supplies,8.537943978348789,14.147452548498956,5104.837907337285,1393672.0
1958,Government industry,5.160717378291606,13.180632285528304,174.28944223071701,530000.0
1963,Dairy farm products,8.71682192939963,16.810839300110416,6104.746909374952,19991931.000000004
1963,Poultry & eggs,8.032416930410971,16.336163382065042,3079.1748382396718,12436713.0
1963,Meat animals & misc livestock,5.531677910887853,13.957723407454818,252.5673411768141,1152821.9999999998
1963,"Cotton, food grains, tobacco, fruits, vegetables",5.795240057964775,13.989544534102787,328.73108902687017,1190096.0000000002
1963,Coal mining,6.366975063426221,13.768419998647904,582.2937604461961,954000.9999999998
1963,Crude petroleum & natural gas,6.4142206733389635,13.702752749675973,610.4648238741364,893367.0
1963,Stone & clay mining,6.563081200635147,13.907740544294079,708.4512154355109,1096617.0
1963,Chemical & fertilizer mineral mining,8.004238637343892,15.49040919117911,2993.620002775357,5338254.000000001
1963,New construction,8.003622672602715,13.711612306010915,2991.7766061970956,901317.0
1963,Maintenance & repair construction,7.054613130842021,12.725288968714684,1158.1893168707638,336142.0
1963,Ordnance & accessories,9.16498984206022,17.49506633133884,9556.624348415586,39628785.99999999
1963,Meat products,7.47193717324844,15.97454832304299,1758.0089570386515,8662798.000000002
1963,Dairy products,6.598321488566502,15.14440194593026,733.8623585118072,3776854.000000001
1963,Canned & frozen foods,9.452262165183706,17.811327595273436,12736.945773534535,54370245.0
1963,Grain mill products,6.322561317722386,15.154381757640609,556.9978153361561,3814735.0
1963,Bakery products,7.599571449887497,16.083306153451257,1997.3397514917924,9658087.000000002
1963,Sugar,6.38884004448371,14.918099595540943,595.1658132681013,3011953.9999999986
1963,Confectionery products,7.585680293061249,16.236553303454027,1969.786210119929,11257592.000000002
1963,Alcoholic beverages,6.21095966173652,14.700423722646173,498.17910538635925,2422773.9999999995
1963,Soft drinks & flavorings,7.043860103790546,15.732675493724782,1145.80199577459,6801648.000000002
1963,Tobacco manufactures,3.899559727708567,12.526582443312442,49.380703363435195,275565.99999999994
1963,Fabrics & yarn,6.081401121025382,14.713062816129922,437.64195468701035,2453590.0
1963,"Floor covering, misc textiles",5.298008237089917,13.920744965670828,199.93818366349367,1110971.0000000002
1963,Lumber & wood products,7.359261800521149,15.932520366529,1570.6766621978459,8306263.000000002
1963,Wooden containers,6.229765662407024,14.866359455151414,507.63651123835155,2860078.0
1963,Household furniture,7.273192253456799,15.943252024618323,1441.143613551898,8395882.999999998
1963,Other furniture & fixtures,8.062545523427962,16.1187590308732,3173.3577183061893,10006635.999999998
1963,Paper & paperboard,6.740346996562659,15.146899582804716,845.8541934313372,3786298.999999999
1963,Paper containers & products,7.035270721161566,15.489699531447739,1136.0024104587703,5334467.0
1963,Printing & publishing,5.919807065596955,14.267271929403924,372.33986977530077,1571076.9999999993
1963,Basic chemicals,8.806241852910977,16.633099473880794,6675.783488341843,16736448.999999996
1963,Synthetic materials,6.873300637538654,15.516228905312545,966.132161052877,5477881.000000001
1963,"Drugs, cleaning & toilet items",4.4622632794040165,13.481783150849553,86.68347617484575,716248.9999999997
1963,Paints & allied products,5.669384394197036,14.468967395111909,289.8560423952946,1922174.0
1963,Petroleum refining,5.60011352021317,14.097276162586528,270.45710803210716,1325467.9999999998
1963,Rubber & plastic products,7.778921627207564,15.415545803549895,2389.6964469327136,4953207.0
1963,Leather tanning & finishing,8.047545077686644,16.46633100150516,3126.1111834977282,14165656.0
1963,Footwear & leather products,7.770112022627744,16.146886877135316,2368.7366255944185,10292096.999999998
1963,Glass & glass products,6.009364794375571,14.291979492012217,407.22456676654434,1610377.9999999995
1963,Stone & clay products,7.274624166863061,15.542698794408626,1443.2086845610754,5624815.999999997
1963,Primary iron & steel,6.465590160870209,14.815460220320306,642.6435146107607,2718145.0000000005
1963,Primary nonferrous metals,7.141633598592486,15.467959299671103,1263.490740808041,5219746.000000001
1963,Metal containers,5.913151845697302,14.198723240469302,369.8700936321329,1466990.0000000002
1963,"Heating, plumbing, structural metal",6.278183048162581,14.541516429943457,532.8196761006213,2066809.0
1963,Screw machine products,6.423946437293069,14.713574588118968,616.4310265641946,2454845.999999999
1963,Other fabricated metal products,5.57124148579964,13.836742555380948,262.7601097746786,1021458.9999999998
1963,Engines & turbines,6.405734935453213,14.783416412433725,605.3064964507494,2632425.9999999995
1963,Farm machinery,6.2565804983716165,14.59275437177245,521.43284760381,2175468.0000000005
1963,Construction & mining machinery,6.565795053765595,14.895225749220238,710.3764592171042,2943841.000000001
1963,Materials handling equipment,5.551652668963286,13.929664795266579,257.6630359225777,1120925.0000000002
1963,Metalworking machinery,6.0278597851694515,14.46001881291766,414.82626132735805,1905050.0
1963,Special industry machinery,6.442505349455828,14.649992356639823,627.9781352968656,2303619.9999999995
1963,General industrial machinery,6.719734852032371,15.065404557758999,828.5977813345529,3489973.0000000005
1963,Machine shop products,6.752005686889912,14.965228423402085,855.7734559836385,3157301.999999999
1963,Office & computing machines,6.084432394732621,14.404406052332165,438.97057993347374,1801997.0
1963,Service industry machines,7.299309159304639,15.68701884553078,1479.277629316511,6498090.000000001
1963,Electric industrial equipment,6.325166218581607,14.683005085650755,558.4506308225566,2380937.9999999995
1963,Household appliances,5.716424205694804,14.063090689095262,303.81659265206963,1280922.0
1963,Electric lighting & wiring,8.979740275471002,17.152645500699293,7940.56948698669,28138393.0
1963,"Radio, TV, communication equipment",7.518651913417989,15.858361764012665,1842.0823329822308,7712568.000000002
1963,Electronic components,6.671651963951618,14.949589084658783,789.6990819332848,3108308.0000000005
1963,Misc electrical machinery,6.395350331132786,14.699632993827628,599.0531534355819,2420859.000000001
1963,Motor vehicles & equipment,5.439619207965788,13.914632554464708,230.35444961806823,1104201.0
1963,Aircraft & parts,6.901042558833195,15.270501813440873,993.3097598282336,4284445.999999999
1963,Transportation & warehousing,8.643735136065775,16.54612440783378,5674.485265184467,15342302.0
1963,Communications except radio & TV,7.881997431123678,14.539162694962428,2649.1587907239696,2061950.0
1963,Radio & TV broadcasting,7.2761551610076145,13.834551130264407,1445.4199208695104,1019223.0
1963,"Electric, gas, water & sanitary services",8.896262150701215,16.57467216357974,7304.6188826446105,15786601.999999996
1963,Wholesale trade,8.810300593001088,17.286403204377468,6702.933819215617,32165442.0
1963,Retail trade,8.80558323457567,16.533682428375695,6671.388142520433,15152596.000000002
1963,Finance & insurance,8.281941979512217,16.919987050987956,3951.861368818462,22297542.99999999
1963,Real estate & rental,7.056420396342461,15.52787989820966,1160.284365050033,5542076.999999999
1963,Hotels & personal services,8.794357172040966,16.726888630199326,6596.9135324876515,18382113.0
1963,Eating & drinking places,7.011908869064373,15.305959507904422,1109.7708916290617,4439088.0
1963,Automobile repair & services,6.942905394505365,15.133646788389871,1035.7751830633329,3736451.0
1963,Amusements,7.7483908086285105,16.116068397467846,2317.839564553745,9979747.999999998
1963,"Medical, educational services & nonprofit orgs",6.5142404544048365,14.943746371698454,674.6813156374182,3090200.0
1963,Federal government enterprises,6.70511231644817,14.90932803654745,816.56973537454,2985650.0000000005
1963,Gross imports of goods & services,8.442319969988331,15.86879727479225,4639.305558895271,7793474.0
1963,"Business travel, entertainment, gifts",6.971864041391062,14.560406379225899,1066.2083558447032,2106221.9999999995
1967,Dairy farm products,8.482165582505617,10.329977483708067,4827.893786559745,30637.422054368348
1967,Poultry & eggs,8.19347769785381,10.258990898342839,3617.2802050195187,28537.973940603344
1967,Meat animals & misc livestock,5.322539419083919,7.573005402100429,204.90355788151342,1944.9769441997817
1967,"Cotton, food grains, tobacco, fruits, vegetables",5.729498515558491,7.889993073106439,307.8148652994633,2670.425422860072
1967,Coal mining,6.081110373734842,7.463771782887913,437.5147299704754,1743.7125748502997
1967,Crude petroleum & natural gas,6.0832802735525515,7.402542504739426,438.4651238601397,1640.1492204189651
1967,Stone & clay mining,6.6982285515028135,8.0592146342415,810.9679640139384,3162.805199788939
1967,Chemical & fertilizer mineral mining,8.132505551932018,9.617863671474213,3403.3160765760385,15030.904663794729
1967,New construction,8.064877632721585,7.764360412353951,3180.7669715691572,2355.1516807871008
1967,Maintenance & repair construction,7.265537825476016,6.934631012554843,1430.1545945334058,1027.2401433691757
1967,Ordnance & accessories,8.963952345413139,11.288421275818855,7816.188771892675,79891.22299286466
1967,Meat products,7.541197711872577,10.060105507725705,1884.0852656205375,23390.97417045564
1967,Dairy products,6.74119723408788,9.281107853861561,846.5736762297527,10733.316278049851
1967,Canned & frozen foods,9.192254667693076,11.40146371044648,9820.768605581201,89452.56023067363
1967,Grain mill products,6.361319811557621,8.9795990536665,579.0100364640839,7939.448184612991
1967,Bakery products,7.269907541690466,9.678201928754492,1436.4176381501675,15965.763522120593
1967,Sugar,5.984620828538537,8.44844653151934,397.27185853645693,4667.815795545538
1967,Confectionery products,7.473066086455988,10.024155220817422,1759.9947172338002,22564.997936573454
1967,Alcoholic beverages,5.909762174086723,8.362477683422927,368.6184779576144,4283.294277082922
1967,Soft drinks & flavorings,6.869619667019369,9.465423199125352,962.5823943517393,12905.685105566832
1967,Tobacco manufactures,3.682796426344923,6.296215494684625,39.75741745544449,542.5148697327637
1967,Fabrics & yarn,5.925910534552537,8.541254928300525,374.619384007143,5121.7677816775295
1967,"Floor covering, misc textiles",5.315767857239532,7.944997006496806,203.52072801020597,2821.424015453865
1967,Lumber & wood products,7.198471383478438,9.725117348920348,1337.38485250422,16732.652834441917
1967,Wooden containers,6.1640527364240825,8.704694404051486,475.3506472460529,6031.158560695927
1967,Household furniture,7.326013466687527,10.004188493530451,1519.3128916764942,22118.91698473283
1967,Other furniture & fixtures,8.041169750225954,10.051125724435602,3106.2445963132313,23181.868558129216
1967,Paper & paperboard,6.734671953926515,9.03880628786647,841.0675299260363,8423.715560461804
1967,Paper containers & products,7.014406768382209,9.440020951843966,1112.5464526750613,12581.98051948052
1967,Printing & publishing,5.751204095879576,7.977427573651109,314.5692038207651,2914.424271098232
1967,Basic chemicals,8.345531013176894,10.202665030864875,4211.318300527248,26974.97951892987
1967,Synthetic materials,6.981036038909574,9.533124371958596,1076.0326013439987,13809.67029785386
1967,"Drugs, cleaning & toilet items",4.113369255624685,6.994009169842519,61.15240895945379,1090.0830552992122
1967,Paints & allied products,5.642344428726361,8.352403548725764,282.1233618709568,4240.360417436602
1967,Petroleum refining,5.745681412781247,8.242985645771151,312.83672616149533,3800.871440122181
1967,Rubber & plastic products,7.622552780022892,9.308056175624879,2043.7727784918527,11026.493716469462
1967,Leather tanning & finishing,7.993778683063972,10.364844532275677,2962.470071852158,31724.500008203297
1967,Footwear & leather products,7.520811782813319,9.946171966361558,1846.0652900220366,20872.169889274493
1967,Glass & glass products,5.935717677190869,8.118049420048461,378.3114042341708,3354.4711951848653
1967,Stone & clay products,7.196836963958439,9.434287118405623,1335.200789918992,12510.043972035057
1967,Primary iron & steel,6.798176363164009,9.136968139920674,896.2114363126525,9292.548671912517
1967,Primary nonferrous metals,7.1110127432427594,9.43498113015421,1225.3879212319373,12518.729102969835
1967,Metal containers,6.015771884435918,8.249290752873675,409.8420675680849,3824.9120513059984
1967,"Heating, plumbing, structural metal",6.2075294585322105,8.48181092482367,496.4731773353803,4826.181840536056
1967,Screw machine products,6.393766962613818,8.695104406292648,598.1053820649295,5973.596216150661
1967,Other fabricated metal products,5.569973087927176,7.83926595750153,262.42703668972297,2538.340899711101
1967,Engines & turbines,6.670384611418186,9.068335968731171,788.698888733714,8676.17436145355
1967,Farm machinery,6.309419173373047,8.644776199708481,549.7255608232513,5680.395841594397
1967,Construction & mining machinery,6.646756455837599,8.96185133714562,770.2818261249198,7799.78413383702
1967,Materials handling equipment,5.867960834110498,8.279035529537646,353.5273438490561,3940.392156862746
1967,Metalworking machinery,6.532214231304109,8.807184028007683,686.9175231003942,6682.076209252526
1967,Special industry machinery,6.4048706840583405,8.571554710476397,604.7835854626895,5279.331244693
1967,General industrial machinery,6.878482635989884,9.20066805738183,971.1516506764614,9903.74311791006
1967,Machine shop products,6.3730059815297215,8.603227751533167,585.8161373345885,5449.219963950526
1967,Office & computing machines,5.974125756651168,8.323031813549553,393.12426454104764,4117.624974188582
1967,Service industry machines,7.404583208429174,9.760280258565638,1643.4996964865015,17331.488292487527
1967,Electric industrial equipment,6.693446974174064,9.005395477108374,807.0995139998269,8146.922088963659
1967,Household appliances,5.754218025189154,8.050679250613909,315.51872333763396,3135.9243265474
1967,Electric lighting & wiring,8.511732168892111,10.686028161692262,4972.769308762979,43740.431604895566
1967,"Radio, TV, communication equipment",7.711781499904222,9.998489507608648,2234.519510690565,21993.22010082026
1967,Electronic components,6.699573722057919,8.963335549233316,812.0595882860716,7811.369262997525
1967,Misc electrical machinery,6.439644318201291,8.730974253785565,626.1840379327294,6191.757516839109
1967,Motor vehicles & equipment,5.992191532199756,8.471955598629293,400.2908997637935,4778.851853540652
1967,Aircraft & parts,6.779750683059982,9.143789912664127,879.8493354162977,9356.15704140426
1967,Transportation & warehousing,8.749250674966632,10.874677565172437,6305.961122757255,52821.71030344092
1967,Communications except radio & TV,8.281653116660205,9.869076900683993,3950.7199877319413,19323.49323493235
1967,Radio & TV broadcasting,6.683002263519462,8.065698592473657,798.7134642755075,3183.379325405492
1967,"Electric, gas, water & sanitary services",8.895227894573507,10.527240432024966,7297.067941281451,37318.349636508974
1967,Wholesale trade,9.147905589914009,12.003676991367078,9394.743313940835,163354.3409757687
1967,Retail trade,8.856587644517397,10.773793332815957,7020.485432215745,47752.81670788678
1967,Finance & insurance,8.654866576245027,11.637490215799673,5738.003326340887,113265.53584598072
1967,Real estate & rental,7.220820971796199,9.943068166970706,1367.6113703161338,20807.487293913477
