table_id,document_id,file,chars,lines,preview
T00658,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_021_table_01_pdfplumber_strategy_2.csv,1392,22,"""relationshipisnotconsistentthroughouttheperiodofstudy. In1983and2010;theunem-"" ""ploymentlevelreachedahighof9.6percent;however;thesameunemploymentrate"
T00659,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_022_table_01_pdfplumber_strategy_2.csv,1401,20,"4.2.2 JoblessRecoveryandtheNetSocialWage """" TheeffectivenessandresponsivenessoftheU.S.safetynethasbeentestedduetotheGreat ""Recession. Automaticstabili"
T00660,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_023_table_01_pdfplumber_strategy_1.csv,109,5,Variable;1983;2010 OfficialUnemploymentRate;9.6;9.6 UnemploymentIntensityMeasure;18.95;31.46 NSW/GDP;2.1;8.6 
T00661,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_023_table_01_pdfplumber_strategy_2.csv,2544,44,"""Furthermore;householdsurveyconductedbytheBureauofLaborStatistics(BLS)found"" thatapproximately1millionpeoplehadbecomediscouragedfromlookingforajobeven"
T00662,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_023_table_01_pymupdf_text_analysis.csv,296,7,Variable;1983;2010 Ofﬁcial Unemployment Rate;9.6;9.6 Unemployment Intensity Measure;18.95;31.46 NSW/GDP;2.1;8.6 do not have meaningful access to the m
T00663,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_024_table_01_pdfplumber_strategy_2.csv,3291,43,"""10percentofearnerstookin50percentofallincome;whereasthetop1percentofincome"" earners gained 12.6 percent of all income (6). During Bill Clinton and Ge"
T00664,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_025_table_01_pdfplumber_strategy_2.csv,1502,22,ofthelaborsharedoesnotchangeourobservationsaboutthenetsocialwagedatainthis time period. While there are slight variations between the NSW/GDP series e
T00665,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_027_table_01_pdfplumber_strategy_2.csv,3367,43,"""port spending and a reduction in taxes. This does not appear to be a statistical artifact;"" ""causedbyanover-estimatedlaborshare;norexplainedsolelybyd"
T00666,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_027_table_01_pymupdf_text_analysis.csv,273,4,"""2004; 245; Pierson 1996; 147)."";19;Another argument is that instead of cutting programs out- neoliberal ﬁscal policy appears;more;redistributive to w"
T00667,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_028_table_01_pdfplumber_strategy_2.csv,3223,42,need to think about the specific role that fiscal policy plays by redistributing resources betweenandamongclasses. We can understand the positive net 
T00668,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_029_table_01_pdfplumber_strategy_2.csv,3495,44,Neoliberal fiscal policy is used to incentivize low-wage jobs through the increasing of in-work benefits (tax expenditures) and the decreasing of cash
T00669,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_029_table_01_pymupdf_text_analysis.csv,190,3,"working in low-wage jobs.;22;""They write; “In general; national social safety nets provide"" ""dency"""" on the state."";24;""The implicit claim is that as "
T00670,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_030_table_01_pdfplumber_strategy_2.csv,3257,41,"""of state redistribution; especially tax expenditures. Just as workers in low-wage jobs re-"" ""quire subsidies to make ends meet; the middle class is a"
T00671,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_031_table_01_pdfplumber_strategy_2.csv,2978,41,"""hand; the net social wage data demonstrates that this aspect of the neoliberal SSA is not"" ""less expensive for the state; but actually requires great"
T00672,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_032_table_01_pdfplumber_strategy_2.csv,2160,41,"""thecostsofMedicareandMedicaid(withoutincreasingtheactual“wage"""");neoliberaltax"" ""cuts and the growth of refundable tax credits; and the “intensity"""" "
T00673,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_032_table_01_pymupdf_text_analysis.csv,391,6,"Run of History’.’ In:;Journal of Economic Literature;""49.1 (2011); pp. 3–71."" Baumol’s cost disease? Evidence from the 50 states”. In:;Journal of Heal"
T00674,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_033_table_01_pdfplumber_strategy_2.csv,1732,40,"""OECD Publishing; 2005. Chap. 3: Increasing Financial Incentives to"";Work: The Role of In-WorkBenefits.; ; ""Esping-Andersen; Gøsta. The Three Worlds o"
T00675,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_033_table_01_pymupdf_text_analysis.csv,433,6,"""Esping-Andersen; Gøsta."";The Three Worlds of Welfare Capitalism.;Princeton University the Working Population: The Recent British Experience”. In:;Soc"
T00676,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_034_table_01_pdfplumber_strategy_2.csv,1849,40,"TaxCuts.”CenteronBudgetandPolicyPriorities. Jan. 2013;.;; ;;; ""Hungerfold;ThomasL.andRebeccaThiess. “TheEarne"";dIncomeTa;cCreditandT;he ""Child Tax Cre"
T00677,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_034_table_01_pymupdf_text_analysis.csv,515,8,"come.” In:;Economic Trends;(2012). ""Kotz; David M."";The Rise and the Fall of Neoliberal Capitalism.;""Harvard University Press;"" the Net Social Wage”. "
T00678,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_035_table_01_pdfplumber_strategy_2.csv,1646,36,"""Shaikh;Anwar. “Wages;UnemploymentandSocialStructure: ANewPhillipsCurve”."" Global LocalEconomicReview17.2(2013). """" ""Shaikh; Anwar. “Who Pays for the "
T00679,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_035_table_01_pymupdf_text_analysis.csv,515,8,"In:;Global Local Economic Review;17.2 (2013). Study.” In:;Social Research;70.2 (2003). In:;Political Economy and Contemporary Capitalism.;""Ed. by Heat"
T00680,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] table_selection_integrity.json,36853,1283,"{   ""groups"": [     {       ""page"": ""001"";       ""candidates"": [         {           ""file"": ""D:\\Arcanum\\Projects\\Shaikh Tonak\\TonakMoos\\[2022] K"
T00681,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_001_table_01_pdfplumber_strategy_2.csv,2926,54,";;;;;; Article;;;;;; ;;;;;; ;;;;;Rev;iew of Radical Political Economics ;;;;;;""2022; Vol. 54(4) 479 –500"" The Net So;cial;Wage in;Tu;""rkey;"";;© 2022 U"
T00682,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_002_table_01_pdfplumber_strategy_2.csv,2999,37,480;;;R;eview of Radical;Political Econo;mics 54(4) ;;;;;; Figure 1. Social wa;ge and economic c;risis in Eng;lish-language B;ooks.;; ;;;;;; circuits 
T00683,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_003_table_03_pymupdf_text_analysis.csv,392,5,"""social assistance programs; are the result; in the"";sphere of distribution;""; of the class struggle"" the;social wage;""; class struggle has become dom"
T00684,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_004_table_03_pymupdf_text_analysis.csv,205,3,"ference (;s;"") is; by definition; obtained by subtracting the sum of"";M;P;and;M;S;from the sales revenue (;M;′) of these sectors. The sum of;M;P;and;M"
T00685,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_005_table_01_pymupdf_text_analysis.csv,200,3,"capitalism develops. This distinction between;productive and unproductive activities;""; to which"" ""Marx; the very existence and the relative increase "
T00686,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_006_table_01_pymupdf_text_analysis.csv,117,3,posttax and expenditure wage) and the;nominal variable capital;(;v;) to the;effective variable capi- tal;(;v;eff;).; 
T00687,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_007_table_01_pdfplumber_strategy_2.csv,4200,53,"Karabacak a;nd Tonak;;;;485 ;;;;; ""capital (v);"";in other words;""; as (s/v). This kind o"";f calculation as;sumes a high;level of abstraction in which "
T00688,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_008_table_01_pymupdf_text_analysis.csv,324,5,"486;Review of Radical Political Economics 54(4); ""overestimates some of the key categories; such as GDP."";9;This situation may have caused a slight 10"
T00689,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_009_table_01_pdfplumber_strategy_2.csv,5035,64,"Karabacak and Tonak;;;;;;;;487 ;;;;;;;; ""Then; for the 2004–2"";019;""period; we re"";classified;those items for whi;ch;we foun;d the;functional classifi"
T00690,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_010_table_01_pdfplumber_strategy_2.csv,2116,53,a;ble;1. State;Taxes and Expendit;ures U;sed for Ca;lculating the N;et Social;Wage in;Turkey.; ;;;;;;;;;; u;blic;Expenditu;re (B);Lab;or Share;Tax;Cat
T00691,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_011_table_01_pdfplumber_strategy_2.csv,4292,58,"Karabacak and;Tonak;;;;;489 ;;;;;; In the seco;""nd group; w"";e classify the tax an;d nontax inco;me items (T ) p;aid by all se;ctions of ;;;;2;; the p"
T00692,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_012_table_01_pymupdf_text_analysis.csv,292,5,"490;Review of Radical Political Economics 54(4); ""expenditure benefiting the working class is 9.95 percent; and the taxes it paid 11.08 percent."";20; "
T00693,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_013_table_01_pdfplumber_strategy_2.csv,1877,57,"Karabacak a;nd Tonak;;;;;491 ;;;;;; Table 2. Be;nefits Received and Ta;xes Paid by W;orkers (as a;""percentage of GDP); 1980"";–2019.; ;;;;;; Years;Labo"
T00694,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_014_table_01_pdfplumber_strategy_2.csv,998,15,"492;;;;;;;Review of Radical P;olitical Econ;omics 54(4) ;;;;;;;;; Figure;7.;Benefit r;""atio; tax"";""ratio; and"";net soci;al wage ratio;(as a percentage"
T00695,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_015_table_01_pdfplumber_strategy_2.csv,2429,29,"Karabacak a;nd Tonak;;;;;;;493 ;;;;;;;; Figure 10.;The net s;ocial wage a;nd the ra;te of;unemployme;""nt; 2002–"";2019.; Source: Unem;ployment r;ates f"
T00696,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_016_table_01_pdfplumber_strategy_2.csv,4985,53,"494;;;Review;of Radical Political E;conomics 54(4) ;;;;; regarded as normal as;a result of the de;cline in em;ployme;""nt. However; 2002"";on there is a"
T00697,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_017_table_01_pdfplumber_strategy_2.csv,4551,53,"Karabacak a;nd Tonak;;;;;495 ;;;;;; benefits fro;m. So much so that;""; in 2019; when t"";he initial;budget appropri;ations relat;ed to guaran- tee paym"
T00698,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_018_table_01_pdfplumber_strategy_2.csv,5108,53,"496;;;Review;of Radical Politica;l Economics 54(4) ;;;;; neoliberal model li;mits the welfar;e state in fa;vor of the marke;t. On the one ha;""nd; fisc"
T00699,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_019_table_01_pdfplumber_strategy_2.csv,3485,56,Karabacak and Tonak;;;;;497 ;;;;; contributes to demolishi;ng the myth that th;e AKP is p;ro-poor and pro-la;bor and;that its fiscal policies have bee
T00700,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_020_table_01_pymupdf_text_analysis.csv,1328,17,498;Review of Radical Political Economics 54(4); In;Türkiye’de 1980 Sonrası Maliye Politikaları;[Post-1980 Fiscal Policies in Turkey]. XVI. Türkiye Ba
T00701,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_021_table_01_pymupdf_text_analysis.csv,1142,13,———. 2020b.;Genel Yönetim Bütçe Gelirleri Ekod4;[General Administration Budget Revenues ECode 4]. ———. 2020c.;Merkezi Yönetim Bütçe İstatistikleri;[Ce
T00702,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_022_table_01_pdfplumber_strategy_2.csv,1931,29,500;;;;Re;view of;Radical;Political;Economics 54(4) ;;;;;;;; ———. 2;006. Nation;al account data;1980–1997. St;atistical I;ndicator;s 1923–;2005. N;o. 
T00703,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_001_table_01_pdfplumber_strategy_2.csv,2926,54,";;;;;; Article;;;;;; ;;;;;; ;;;;;Rev;iew of Radical Political Economics ;;;;;;""2022; Vol. 54(4) 479 –500"" The Net So;cial;Wage in;Tu;""rkey;"";;© 2022 U"
T00704,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_001_table_01_pymupdf_text_analysis.csv,345,5,"Yakup Karabacak;1;and E. Ahmet Tonak;2 ""article; that of"";social wage;""; which used to denote government expenditure; in monetary form or""; ""was later"
T00705,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_001_table_02_pymupdf_text_analysis.csv,196,3,"""literature; we redefine"";social wage;in the form of the;net social wage;in the framework of the 1099509;RRP;XXX10.1177/04866134221099509Review of Rad"
T00706,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_002_table_01_pdfplumber_strategy_2.csv,2999,37,480;;;R;eview of Radical;Political Econo;mics 54(4) ;;;;;; Figure 1. Social wa;ge and economic c;risis in Eng;lish-language B;ooks.;; ;;;;;; circuits 
T00707,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_002_table_01_pymupdf_text_analysis.csv,238,4,"480;Review of Radical Political Economics 54(4); ""N-Gram; the frequency at which the concept"";social wage;was used in English-language books between 1"
T00708,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_002_table_02_pymupdf_text_analysis.csv,191,3,"immediately indicate the following tendencies:;social wage;""; having enjoyed more frequent use"" 1975–1985 is one in which not only social wage but;eco"
T00709,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_003_table_01_pdfplumber_strategy_2.csv,4023,50,Karabacak and Tona;k;;;;481 ;;;;; contributions to th;e theory of th;e capitalist state in;the aftermat;h of the;Poulantzas-Miliband debate and the co
T00710,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_003_table_01_pymupdf_text_analysis.csv,204,3,relationship between a gradual rise in the;social wage;as well as that in real wages and the crisis eration taxes as well. In their;Politics and Socie
T00711,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_003_table_02_pymupdf_text_analysis.csv,196,3,increase in the;social wage;(or the;citizen wage;) to rising unemployment and the decline in wage revenue.;2;They also point out that the very increas
T00712,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_003_table_03_pymupdf_text_analysis.csv,392,5,"""social assistance programs; are the result; in the"";sphere of distribution;""; of the class struggle"" the;social wage;""; class struggle has become dom"
T00713,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_004_table_01_pdfplumber_strategy_2.csv,3857,48,482;;;;Review of;Radical Polit;ical Eco;nomics 54(4) ;;;;;;; Figure 2. Ca;pitalist produc;tion—the “mix;ed economy.;”;;; ;;;;;;; 3. Circuit;s of Capit
T00714,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_004_table_01_pymupdf_text_analysis.csv,153,3,"482;Review of Radical Political Economics 54(4); categories of the Marxist labor theory of value.;5;""In real life; capitalist economies do not exist i"
T00715,TM_[2022] Karabacak & Tonak - The Net Social Wage in Turkey 1980-2019,[2025.10.02] page_004_table_02_pymupdf_text_analysis.csv,200,3,"have been sold.;6;Marx defines this difference in the quantity of money appropriated as the;money form of surplus value;(;s;""). Expressing this quanti"
