vintage_year,scheme,sector_code,sector_name,sic_range,naics_code,st_classification,productive_share,classification_source,bridge_quality,notes
1947,SIC-85,13,Dairy products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,14,Canned & frozen foods,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,15,Grain mill products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,16,Bakery products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,17,Sugar,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,18,Confectionery products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,19,Alcoholic beverages,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,20,Soft drinks & flavorings,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,21,Tobacco manufactures,21,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,22,Fabrics & yarn,22-23,313TT;315AL,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,23,"Floor covering, misc textiles",22-23,313TT;315AL,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,24,Lumber & wood products,24,321,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,25,Wooden containers,24,321,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,26,Household furniture,25,337,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,27,Other furniture & fixtures,25,337,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,28,Paper & paperboard,26,322,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,29,Paper containers & products,26,322,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,30,Printing & publishing,27,323;511,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,31,Basic chemicals,28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,32,Synthetic materials,28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,33,"Drugs, cleaning & toilet items",28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,34,Paints & allied products,28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,35,Petroleum refining,29,324,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,36,Rubber & plastic products,30,326,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,37,Leather tanning & finishing,31,316,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,SIC<->NAICS bridge flags classification_disagree (NAICS-71 side 'unknown'); ST class retained per book. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,38,Footwear & leather products,31,316,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,SIC<->NAICS bridge flags classification_disagree (NAICS-71 side 'unknown'); ST class retained per book. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,39,Glass & glass products,32,327,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,40,Stone & clay products,32,327,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,41,Primary iron & steel,33,331,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,42,Primary nonferrous metals,33,331,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,43,Metal containers,34,332,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,44,"Heating, plumbing, structural metal",34,332,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,45,Screw machine products,34,332,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,46,Other fabricated metal products,34,332,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,47,Engines & turbines,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,48,Farm machinery,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,49,Construction & mining machinery,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,50,Materials handling equipment,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,51,Metalworking machinery,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,52,Special industry machinery,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,53,General industrial machinery,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,54,Machine shop products,35,333,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,55,Office & computing machines,35-36,333;334;335,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,56,Service industry machines,35-36,333;334;335,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1947,SIC-85,57,Electric industrial equipment,36,335;334,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
